id,name,role,cas_number,pubchem_cid,smiles,inchikey,pubchem_url,structure_image_url,structure_status,description
207,Imazamox acid-hydroxy metabolite,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
205,Imazamox diacid metabolite,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
206,Imazamox hydroxy metabolite,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
274,Imazethapyr,PESTICIDE,,54740,CCC1=CC(=C(N=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)O,XVOKUMIPKHGGTN-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/54740,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/54740/PNG,structure_available,
126,Imidacloprid,PESTICIDE,,86287518,C1CN(/C(=N/[N+](=O)[O-])/N1)CC2=CN=C(C=C2)Cl,YWTYJOPNNQFBPC-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/86287518,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/86287518/PNG,structure_available,
295,Indoxacarb,PESTICIDE,,107720,COC(=O)[C@]12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl,VBCVPMMZEGZULK-NRFANRHFSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/107720,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/107720/PNG,structure_available,
296,Indoxacarb carboxylesterase hydrolysis products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
144,Iprodione,PESTICIDE,,37517,CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl,ONUFESLQCSAYKA-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/37517,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/37517/PNG,structure_available,
218,Iprodione hydantoin-ring hydrolysis product,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
8,Isopyrazam,PESTICIDE,,25271089,CC(C)C1C2CCC1C3=C2C=CC=C3NC(=O)C4=CN(N=C4C(F)F)C,XTDZGXBTXBEZDN-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/25271089,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/25271089/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
228,Isoxaflutole,PESTICIDE,,84098,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3,OYIKARCXOQLFHF-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/84098,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/84098/PNG,structure_available,
151,Lindane,PESTICIDE,,727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/727,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/727/PNG,structure_available,
74,M650F01,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
75,M650F02,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
76,M650F03,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
77,M650F04,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
112,MCPA,PESTICIDE,,7204,CC1=C(C=CC(=C1)Cl)OCC(=O)O,WHKUVVPPKQRRBV-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/7204,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/7204/PNG,structure_available,
129,Malathion,PESTICIDE,,4004,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,JXSJBGJIGXNWCI-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/4004,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/4004/PNG,structure_available,
130,Malathion monoacid and diacid derivatives,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
108,Maleylacetate,METABOLITE,,9543165,C(C(=O)/C=C\C(=O)[O-])C(=O)[O-],SOXXPQLIZIPMIZ-UPHRSURJSA-L,https://pubchem.ncbi.nlm.nih.gov/compound/9543165,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/9543165/PNG,structure_available,
9,Mandipropamid,PESTICIDE,,11292824,COC1=C(C=CC(=C1)CCNC(=O)C(C2=CC=C(C=C2)Cl)OCC#C)OCC#C,KWLVWJPJKJMCSH-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/11292824,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/11292824/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
260,Mesotrione,PESTICIDE,,175967,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+](=O)[O-],KPUREKXXPHOJQT-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/175967,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/175967/PNG,structure_available,
261,Mesotrione reduction products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
37,Metabolite A (m/z 886.8),METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
36,Metabolite A (m/z 886.8; C24-hydroxylated abamectin B1a),METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
38,Metabolite B (m/z 709.0),METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
39,Metabolite C (m/z 485.0),METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
40,Metabolite D (m/z 292.7),METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
242,Metalaxyl,PESTICIDE,,42586,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/42586,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/42586/PNG,structure_available,
54,Methamidophos,PESTICIDE,,4096,COP(=O)(N)SC,NNKVPIKMPCQWCG-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/4096,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/4096/PNG,structure_available,
58,"Methamidophos + O,O-dimethyl phosphoramidate",METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
64,Methanethiol + dimethyl disulfide,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
253,Methomyl,PESTICIDE,,4109,CC(=NOC(=O)NC)SC,UHXUZOCRWCRNSJ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/4109,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/4109/PNG,structure_available,
254,Methomyl C-N hydrolysis products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
223,Microbial transformation products not resolved in current database source,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
152,Monochlorobenzene + Benzene,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
145,"N-(3,5-dichlorophenyl)-2,4-dioxoimidazolidine",METABOLITE,,20515695,C1C(=O)NC(=O)N1C2=CC(=CC(=C2)Cl)Cl,URFDSEBDUGSCLZ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/20515695,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/20515695/PNG,structure_available,
141,N-(4-trifluoromethylnicotinoyl) glycinamide,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
217,N-(4-trifluoromethylnicotinoyl)glycinamide (TFNG-AM),METABOLITE,,76965321,C1=CN=CC(=C1C(F)(F)F)C(=O)NCC(=O)N,FZAQQBPOTJCLJM-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/76965321,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/76965321/PNG,structure_available,
89,N-acetyl-PPT,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
148,N-cyclopropylammeline,METABOLITE,,135524780,C1CC1NC2=NC(=O)NC(=N2)N,YWSPFJMRXWALBW-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/135524780,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/135524780/PNG,structure_available,
79,N-hydroxymethyl phthalimide,METABOLITE,,8354,C1=CC=C2C(=C1)C(=O)N(C2=O)CO,MNSGOOCAMMSKGI-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/8354,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/8354/PNG,structure_available,
117,N-methyl-(6-chloro-3-pyridyl)methylamine,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
71,NOA 458422,METABOLITE,,23583625,COC1=C(C=CC(=C1)CCNC(=O)C(C2=CC=C(C=C2)Cl)OCC#C)O,HBYKLTZIVPBSNN-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/23583625,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/23583625/PNG,structure_available,
27,Nicotinaldehyde,METABOLITE,,10371,C1=CC(=CN=C1)C=O,QJZUKDFHGGYHMC-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/10371,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/10371/PNG,structure_available,
24,Nicotinic acid,METABOLITE,,938,C1=CC(=CN=C1)C(=O)O,PVNIIMVLHYAWGP-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/938,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/938/PNG,structure_available,
33,Nitrosoimino thiamethoxam,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
57,"O,S-dimethyl hydrogen phosphorothioate",METABOLITE,,23413258,COP(=O)([O-])SC,UBRYVVDAYNKOOR-UHFFFAOYSA-M,https://pubchem.ncbi.nlm.nih.gov/compound/23413258,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/23413258/PNG,structure_available,
59,"O,S-dimethyl phosphoramidothioate",METABOLITE,,4096,COP(=O)(N)SC,NNKVPIKMPCQWCG-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/4096,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/4096/PNG,structure_available,
55,"O,S-dimethyl phosphorothioate (DMPT)",METABOLITE,,6451898,COP(=O)(O)SC,UBRYVVDAYNKOOR-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/6451898,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/6451898/PNG,structure_available,
128,Olefin imidacloprid,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
149,Oxamyl,PESTICIDE,,31657,CNC(=O)ON=C(C(=O)N(C)C)SC,KZAUOCCYDRDERY-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/31657,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/31657/PNG,structure_available,
150,Oxamyl oxime + Methylamine,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
229,Oxidative transformation products not resolved in current database source,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
198,Paraquat,PESTICIDE,,15939,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,INFDPOAKFNIJBF-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/15939,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/15939/PNG,structure_available,
210,Parathion-Methyl,PESTICIDE,,4130,COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-],RLBIQVVOMOPOHC-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/4130,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/4130/PNG,structure_available,
195,Pendimethalin,PESTICIDE,,38479,CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],CHIFOSRWCNZCFN-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/38479,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/38479/PNG,structure_available,
90,Pentachloronitrobenzene (PCNB),METABOLITE,,6720,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],LKPLKUMXSAEKID-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/6720,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/6720/PNG,structure_available,
95,Pentachlorothioanisole,METABOLITE,,15766,CSC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,LGZZJTIUEJNNKV-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/15766,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/15766/PNG,structure_available,
10,Penthiopyrad,PESTICIDE,,11388558,CC(C)CC(C)C1=C(C=CS1)NC(=O)C2=CN(N=C2C(F)(F)F)C,PFFIDZXUXFLSSR-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/11388558,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/11388558/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
159,Permethrin,PESTICIDE,,40326,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/40326,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/40326/PNG,structure_available,
48,Phenol,METABOLITE,,996,C1=CC=C(C=C1)O,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/996,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/996/PNG,structure_available,
32,Phenylhydrazine,METABOLITE,,7516,C1=CC=C(C=C1)NN,HKOOXMFOFWEVGF-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/7516,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/7516/PNG,structure_available,
237,Phorate,PESTICIDE,,4790,CCOP(=S)(OCC)SCSCC,BULVZWIRKLYCBC-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/4790,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/4790/PNG,structure_available,
238,Phorate phosphoester-cleavage products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
11,Phosmet,PESTICIDE,,12901,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O,LMNZTLDVJIUSHT-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/12901,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/12901/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
61,Phosphenothioic S-acid + phosphenamide,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
226,Phosphonic acid,PESTICIDE,,407,OP(=O)O,ABLZXFCXXLZCGV-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/407,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/407/PNG,structure_available,
56,Phosphoric acid + CO2,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
80,Phthalamic acid,METABOLITE,,6957,C1=CC=C(C(=C1)C(=O)N)C(=O)O,CYMRPDYINXWJFU-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/6957,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/6957/PNG,structure_available,
81,Phthalic acid,METABOLITE,,1017,C1=CC=C(C(=C1)C(=O)O)C(=O)O,XNGIFLGASWRNHJ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/1017,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/1017/PNG,structure_available,
78,Phthalimide,METABOLITE,,6809,C1=CC=C2C(=C1)C(=O)NC2=O,XKJCHHZQLQNZHY-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/6809,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/6809/PNG,structure_available,
12,Pinoxaden,PESTICIDE,,210326,CCC1=CC(=CC(=C1C2=C(N3CCOCCN3C2=O)OC(=O)C(C)(C)C)CC)C,MGOHCFMYLBAPRN-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/210326,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/210326/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
255,Pirimiphos-Methyl,PESTICIDE,,34526,CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C,QHOQHJPRIBSPCY-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/34526,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/34526/PNG,structure_available,
257,Prochloraz,PESTICIDE,,73665,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,TVLSRXXIMLFWEO-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/73665,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/73665/PNG,structure_available,
234,Profenofos,PESTICIDE,,38779,CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl,QYMMJNLHFKGANY-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/38779,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/38779/PNG,structure_available,
235,Profenofos hydrolysis products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
13,Propamocarb,PESTICIDE,,32490,CCCOC(=O)NCCCN(C)C,WZZLDXDUQPOXNW-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/32490,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/32490/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
208,Propanil,PESTICIDE,,4933,CCC(=O)NC1=CC(=C(C=C1)Cl)Cl,LFULEKSKNZEWOE-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/4933,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/4933/PNG,structure_available,
14,Propargite,PESTICIDE,,4936,CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C,ZYHMJXZULPZUED-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/4936,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/4936/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
176,Propiconazole,PESTICIDE,,43234,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,STJLVHWMYQXCPB-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/43234,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/43234/PNG,structure_available,
301,Propoxur,PESTICIDE,,4944,CC(C)OC1=CC=CC=C1OC(=O)NC,ISRUGXGCCGIOQO-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/4944,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/4944/PNG,structure_available,
248,Propylene oxide,PESTICIDE,,6378,CC1CO1,GOOHAUXETOMSMM-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/6378,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/6378/PNG,structure_available,
249,Propylene oxide oxidation products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
275,Prothioconazole,PESTICIDE,,6451142,C1CC1(C(CC2=CC=CC=C2Cl)(CN3C(=S)N=CN3)O)Cl,MNHVNIJQQRJYDH-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/6451142,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/6451142/PNG,structure_available,
15,Pymetrozine,PESTICIDE,,9576037,CC1=NNC(=O)N(C1)/N=C/C2=CN=CC=C2,QHMTXANCGGJZRX-WUXMJOGZSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/9576037,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/9576037/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
83,Pyraclostrobin,PESTICIDE,,6422843,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC,HZRSNVGNWUDEFX-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/6422843,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/6422843/PNG,structure_available,
84,Pyraclostrobin acid,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
245,Pyrethroid degradation products not resolved in current database source,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
233,Pyrethroid ester-cleavage products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
297,Pyrimethanil,PESTICIDE,,91650,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C,ZLIBICFPKPWGIZ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/91650,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/91650/PNG,structure_available,
230,Quinclorac,PESTICIDE,,91739,C1=CC(=C(C2=NC=C(C=C21)Cl)C(=O)O)Cl,FFSSWMQPCJRCRV-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/91739,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/91739/PNG,structure_available,
214,Quintozene,PESTICIDE,,6720,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],LKPLKUMXSAEKID-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/6720,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/6720/PNG,structure_available,
215,Reduced pendimethalin metabolite,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
60,S-methyl O-hydrogen phosphorothioamidate,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
72,SYN 521195,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
70,SYN 536638,METABOLITE,,139596233,COC1=C(C=CC(=C1)CCNC(=O)C(C2=CC=C(C=C2)Cl)OCC#C)OCC=C,NIKVRAQEPYQAAH-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/139596233,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/139596233/PNG,structure_available,
73,SYN 539678,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
124,Sarcosine,METABOLITE,,1088,CNCC(=O)O,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/1088,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/1088/PNG,structure_available,
16,Spirodiclofen,PESTICIDE,,177863,CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)C3=C(C=C(C=C3)Cl)Cl,DTDSAWVUFPGDMX-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/177863,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/177863/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
