batch,pesticide,pathway_name,microorganism,completeness,step_order,substrate,product,reaction_label,enzyme,gene,evidence_type,doi,reference_title,source_pdf,evidence_note
13,Carbaryl,Carbaryl hydrolase-mediated initial carbaryl hydrolysis,Pseudomonas sp. C5pp; Pseudomonas sp. XWY-1; Rhizobium sp. X9,PARTIAL,1,Carbaryl,1-naphthol,Carbamate hydrolysis,Carbaryl hydrolase,mcbA / cehA,GENETIC,10.1128/AEM.01866-18,Carbaryl hydrolase and mcb/ceh gene evidence curated in PesticideDB records,Database curated evidence records; source PDF not locally readable,Database records link carbaryl degradation to carbaryl hydrolase genes including mcbA and cehA; this imports the conservative initial hydrolysis product 1-naphthol.
13,Chlorothalonil,Chd hydrolytic dehalogenase chlorothalonil transformation,Pseudomonas sp. CTN-3; Paracoccus sp. XF-3,PARTIAL,1,Chlorothalonil,"4-hydroxy-2,5,6-trichloroisophthalonitrile",Hydrolytic dehalogenation,Hydrolytic dehalogenase Chd,chd,GENETIC,10.1128/JB.01547-09,Hydrolytic dehalogenase Chd evidence curated in PesticideDB protein records,Database curated protein/evidence records; source PDF not locally readable,PesticideDB protein records link chlorothalonil degradation to Chd hydrolytic dehalogenase; this imports the conservative primary hydrolytic dehalogenation product.
13,Dichlorvos,Phosphoesterase-mediated dichlorvos hydrolysis,Experimentally reported phosphoesterase system; organism not specified in local protein record,PARTIAL,1,Dichlorvos,Dimethyl phosphate + Dichloroacetaldehyde,Phosphoester hydrolysis,Phosphoesterase,opdA / mpd,GENETIC,10.1016/j.chemosphere.2019.01.058,Dichlorvos phosphoesterase opdA/mpd evidence curated in PesticideDB protein records,Database curated protein/evidence records; source PDF not locally readable,PesticideDB protein records link dichlorvos degradation to phosphoesterase genes opdA and mpd; this imports the conservative phosphoester hydrolysis products.
14,Flonicamid,Ensifer adhaerens flonicamid nitrile hydration,Ensifer adhaerens CGMCC 6315,PARTIAL,1,Flonicamid,N-(4-trifluoromethylnicotinoyl) glycinamide,Nitrile hydration,Nitrile hydratase PnhA / CnhA,pnhA / cnhA,PURIFIED_ENZYME,10.1186/s12934-021-01620-4,Biodegradation of flonicamid by Ensifer adhaerens CGMCC 6315 and enzymatic characterization of the nitrile hydratases involved,Flonicamid_10.1186_s12934-021-01620-4.pdf,The paper reports transformation of flonicamid to TFNG-AM via a hydration pathway mediated by nitrile hydratases PnhA and CnhA.
14,Dicamba,Dmt06 tetrahydrofolate-dependent dicamba demethylation,Dicamba-degrading microbial consortium; recombinant Escherichia coli BL21 expression,PARTIAL,1,Dicamba,"3,6-dichlorosalicylate",Tetrahydrofolate-dependent demethylation,Dicamba demethylase Dmt06,dmt06,PURIFIED_ENZYME,10.3389/fmicb.2022.978577,Cloning of a novel tetrahydrofolate-dependent dicamba demethylase gene from dicamba-degrading consortium and characterization of the gene product,Dicamba_10.3389_fmicb.2022.978577.pdf,"Purified Dmt06 catalyzed methyl transfer from dicamba to THF, generating 3,6-DCSA and 5-methyl-THF."
14,Iprodione,Azospirillum sp. A1-3 iprodione degradation,Azospirillum sp. A1-3,PARTIAL,1,Iprodione,"N-(3,5-dichlorophenyl)-2,4-dioxoimidazolidine",N1 amide bond hydrolysis,Iprodione hydrolase,ipaH,GENETIC,10.3389/fmicb.2022.1057030,Degradation of iprodione by a novel strain Azospirillum sp. A1-3 isolated from Tibet,Iprodione_10.3389_fmicb.2022.1057030.pdf,"GC-MS/MS identified N-(3,5-dichlorophenyl)-2,4-dioxoimidazolidine as the first iprodione degradation product; ipaH was detected in strain A1-3."
14,Iprodione,Azospirillum sp. A1-3 iprodione degradation,Azospirillum sp. A1-3,PARTIAL,2,"N-(3,5-dichlorophenyl)-2,4-dioxoimidazolidine","(3,5-dichlorophenylurea) acetic acid",Hydantoin ring cleavage,Hydantoin ring-cleavage activity,ddaH-like activity,METABOLITE,10.3389/fmicb.2022.1057030,Degradation of iprodione by a novel strain Azospirillum sp. A1-3 isolated from Tibet,Iprodione_10.3389_fmicb.2022.1057030.pdf,"The study reports conversion of N-(3,5-dichlorophenyl)-2,4-dioxoimidazolidine to (3,5-dichlorophenylurea) acetic acid; downstream 3,5-dichloroaniline was not formed by this strain."
14,Cyromazine,Melamine-degrading bacteria cyromazine transformation,Arthrobacter sp. MCO; Arthrobacter sp. CSP; Nocardioides sp. ATD6,PARTIAL,1,Cyromazine,N-cyclopropylammeline,Microbial deamination / triazine transformation,Enzyme not identified,,METABOLITE,10.1584/jpestics.D15-044,Biodegradation of cyromazine by melamine-degrading bacteria,Cyromazine_10.1584_jpestics.D15-044.pdf,UPLC-MS/MS identified N-cyclopropylammeline as the cyromazine metabolite during degradation by melamine-degrading bacteria.
14,Oxamyl,Pseudomonas oxamyl carbamate hydrolysis,Pseudomonas spp. oxamyl-degrading isolates,PARTIAL,1,Oxamyl,Oxamyl oxime + Methylamine,Carbamate hydrolysis,CehA-like carbamate hydrolase,cehA-like gene,GENETIC,10.3389/fmicb.2016.00616,Isolation of oxamyl-degrading Pseudomonas strains carrying a CehA-like carbamate-hydrolase gene,Oxamyl_10.3389_fmicb.2016.00616.pdf,"The isolates hydrolyzed oxamyl to oxamyl oxime, which was not further transformed, and utilized methylamine as carbon and nitrogen source; cehA-like transcription supported involvement in hydrolysis."
14,Lindane,Sequential anaerobic lindane dechlorination by mixed microbial cultures,"Sequential mixed anaerobic microbial cultures I, II, and III",PARTIAL,1,Lindane,Monochlorobenzene + Benzene,Reductive dechlorination,Dehalogenase activity not assigned,,METABOLITE,10.1101/2020.10.25.354597,Biotransformation of lindane to non-toxic end products by sequential treatment with mixed anaerobic microbial cultures,Lindane_10.1101_2020.10.25.354597.pdf,The open preprint reports dechlorination of lindane to monochlorobenzene and benzene by culture I in a sequential anaerobic treatment approach.
15,Aldrin and Dieldrin,Mucor racemosus aerobic dieldrin transformation,Mucor racemosus strain DDF,PARTIAL,1,Dieldrin,Aldrin trans-diol,Aerobic fungal transformation,Enzyme not assigned,,METABOLITE,10.1584/jpestics.J18-03,Biodegradability and biodegradation pathways of chlorinated cyclodiene insecticides by soil fungi,Aldrin_and_Dieldrin_10.1584_jpestics.J18-03.pdf,The paper reports >90% dieldrin degradation by Mucor racemosus strain DDF and production of aldrin trans-diol.
15,Aldrin and Dieldrin,Mucor racemosus aerobic dieldrin transformation,Mucor racemosus strain DDF,PARTIAL,2,Aldrin trans-diol,Aldrin trans-diol exo- and endo-phosphates,Phosphate metabolite formation,Enzyme not assigned,,METABOLITE,10.1584/jpestics.J18-03,Biodegradability and biodegradation pathways of chlorinated cyclodiene insecticides by soil fungi,Aldrin_and_Dieldrin_10.1584_jpestics.J18-03.pdf,Strain DDF reduced aldrin trans-diol while producing metabolites determined as aldrin trans-diol exo- and endo-phosphates.
15,Endosulfan,Mortierella aerobic endosulfan transformation,Mortierella sp. strains W8 and Cm1-45,PARTIAL,1,Endosulfan,Endosulfan diol,Hydrolytic transformation,Enzyme not assigned,,METABOLITE,10.1584/jpestics.J18-03,Biodegradability and biodegradation pathways of chlorinated cyclodiene insecticides by soil fungi,Aldrin_and_Dieldrin_10.1584_jpestics.J18-03.pdf,Mortierella sp. W8 and Cm1-45 generated endosulfan diol as the first reported transformation product of alpha- and beta-endosulfan.
15,Endosulfan,Mortierella aerobic endosulfan transformation,Mortierella sp. strains W8 and Cm1-45,PARTIAL,2,Endosulfan diol,Endosulfan lactone,Further fungal conversion,Enzyme not assigned,,METABOLITE,10.1584/jpestics.J18-03,Biodegradability and biodegradation pathways of chlorinated cyclodiene insecticides by soil fungi,Aldrin_and_Dieldrin_10.1584_jpestics.J18-03.pdf,The paper reports further conversion of endosulfan diol to endosulfan lactone during fungal endosulfan degradation.
15,Permethrin,Acinetobacter baumannii ZH-14 permethrin hydrolysis pathway,Acinetobacter baumannii ZH-14,PARTIAL,1,Permethrin,3-Phenoxybenzenemethanol,Ester hydrolysis,Hydrolytic activity not assigned,,METABOLITE,10.3389/fmicb.2018.00098,Kinetics and novel degradation pathway of permethrin in Acinetobacter baumannii ZH-14,Permethrin_10.3389_fmicb.2018.00098.pdf,"HPLC/GC-MS identified 3-phenoxybenzenemethanol as a major intermediate, and the proposed pathway starts with ester-linkage hydrolysis; 2,2-dimethyl-3-(2,2-dichlorovinyl) cyclopropanecarboxylic acid is reported as the corresponding acid co-product rather than the continuing pathway node."
15,Permethrin,Acinetobacter baumannii ZH-14 permethrin hydrolysis pathway,Acinetobacter baumannii ZH-14,PARTIAL,2,3-Phenoxybenzenemethanol,3-Phenoxybenzaldehyde,Redox transformation,Oxidoreductive activity not assigned,,METABOLITE,10.3389/fmicb.2018.00098,Kinetics and novel degradation pathway of permethrin in Acinetobacter baumannii ZH-14,Permethrin_10.3389_fmicb.2018.00098.pdf,The paper identifies 3-phenoxybenzaldehyde as a major intermediate and proposes redox conversion from 3-phenoxybenzenemethanol.
15,Permethrin,Acinetobacter baumannii ZH-14 permethrin hydrolysis pathway,Acinetobacter baumannii ZH-14,PARTIAL,3,3-Phenoxybenzaldehyde,"1,2-Benzenedicarboxylic acid",Diaryl cleavage,Cleavage activity not assigned,,METABOLITE,10.3389/fmicb.2018.00098,Kinetics and novel degradation pathway of permethrin in Acinetobacter baumannii ZH-14,Permethrin_10.3389_fmicb.2018.00098.pdf,"The proposed permethrin pathway links 3-phenoxybenzaldehyde to 1,2-benzenedicarboxylic acid by diaryl cleavage."
15,Bifenthrin,Candida pelliculosa ZS-02 bifenthrin hydrolysis pathway,Candida pelliculosa strain ZS-02,PARTIAL,1,Bifenthrin,Cyclopropanecarboxylic acid + 2-methyl-3-biphenylyl methanol,Carboxylester hydrolysis,Hydrolytic activity not assigned,,METABOLITE,10.1371/journal.pone.0030862,Microbial detoxification of bifenthrin by a novel yeast and its potential for contaminated soils treatment,Bifenthrin_10.1371_journal.pone.0030862.pdf,GC-MS based pathway analysis reports hydrolysis of bifenthrin to cyclopropanecarboxylic acid and 2-methyl-3-biphenylyl methanol.
15,Bifenthrin,Candida pelliculosa ZS-02 bifenthrin hydrolysis pathway,Candida pelliculosa strain ZS-02,PARTIAL,2,2-methyl-3-biphenylyl methanol,"4-trifluoromethoxyphenol + 2-chloro-6-fluorobenzyl alcohol + 3,5-dimethoxyphenol",Biphenyl cleavage,Cleavage activity not assigned,,METABOLITE,10.1371/journal.pone.0030862,Microbial detoxification of bifenthrin by a novel yeast and its potential for contaminated soils treatment,Bifenthrin_10.1371_journal.pone.0030862.pdf,The paper reports further transformation of 2-methyl-3-biphenylyl methanol by biphenyl cleavage to three named products.
16,Fenvalerate,Citrobacter freundii CD-9 fenvalerate degradation,Citrobacter freundii CD-9,PARTIAL,1,Fenvalerate,"3-phenoxybenzaldehyde + butyl 1,2-phthalate",Ester-bond hydrolysis,Intracellular crude enzyme activity,,CRUDE_EXTRACT,10.1186/s13568-020-01128-x,Biodegradation and metabolic pathway of fenvalerate by Citrobacter freundii CD-9,Fenvalerate_10.1186_s13568-020-01128-x.pdf,"The study reports that fenvalerate was first hydrolyzed by ester-bond cleavage to main intermediate products including 3-phenoxybenzaldehyde and butyl 1,2-phthalate; the degrading enzyme activity was mainly intracellular."
16,Fenvalerate,Citrobacter freundii CD-9 fenvalerate degradation,Citrobacter freundii CD-9,PARTIAL,2,Fenvalerate,3-chlorophenylacetic acid,Proposed ester-linkage hydrolysis branch,Intracellular crude enzyme activity,,METABOLITE,10.1186/s13568-020-01128-x,Biodegradation and metabolic pathway of fenvalerate by Citrobacter freundii CD-9,Fenvalerate_10.1186_s13568-020-01128-x.pdf,The proposed pathway describes fenvalerate degradation to 3-chlorophenylacetic acid through ester-linkage hydrolysis; alpha-cyano-3-phenoxybenzyl alcohol is reported as a co-product of this branch rather than a separate downstream node.
16,Fenvalerate,Citrobacter freundii CD-9 fenvalerate degradation,Citrobacter freundii CD-9,PARTIAL,3,3-chlorophenylacetic acid,4-hydroxyphenylacetic acid,Proposed dehalogenation / hydroxylation branch,Activity not assigned,,METABOLITE,10.1186/s13568-020-01128-x,Biodegradation and metabolic pathway of fenvalerate by Citrobacter freundii CD-9,Fenvalerate_10.1186_s13568-020-01128-x.pdf,The proposed route indicates conversion of 3-chlorophenylacetic acid to 4-hydroxyphenylacetic acid; the paper identifies multiple metabolites by HPLC/GC-MS.
16,Deltamethrin,Acinetobacter junii and Klebsiella pneumoniae co-culture deltamethrin degradation,Acinetobacter junii LH-1-1; Klebsiella pneumoniae BPBA052,PARTIAL,1,Deltamethrin,3-phenoxybenzaldehyde,Hydrolysis,Co-culture hydrolytic activity not assigned,,METABOLITE,10.1186/s13568-020-01043-1,Bioremediation of deltamethrin and its metabolite 3-phenoxybenzoic acid by co-culture,Deltamethrin_10.1186_s13568-020-01043-1.pdf,GC-MS detected 3-phenoxybenzaldehyde during deltamethrin degradation; the proposed co-culture pathway starts with deltamethrin hydrolysis.
16,Deltamethrin,Acinetobacter junii and Klebsiella pneumoniae co-culture deltamethrin degradation,Acinetobacter junii LH-1-1; Klebsiella pneumoniae BPBA052,PARTIAL,2,Deltamethrin,"1,2-benzenedicarboxylic butyl dacyl ester",Proposed downstream transformation,Activity not assigned,,METABOLITE,10.1186/s13568-020-01043-1,Bioremediation of deltamethrin and its metabolite 3-phenoxybenzoic acid by co-culture,Deltamethrin_10.1186_s13568-020-01043-1.pdf,"1,2-benzenedicarboxylic butyl dacyl ester was identified by GC-MS as a deltamethrin degradation metabolite in the co-culture system."
16,Deltamethrin,Acinetobacter junii and Klebsiella pneumoniae co-culture deltamethrin degradation,Acinetobacter junii LH-1-1; Klebsiella pneumoniae BPBA052,PARTIAL,3,Deltamethrin,Phenol,Proposed downstream transformation,Activity not assigned,,METABOLITE,10.1186/s13568-020-01043-1,Bioremediation of deltamethrin and its metabolite 3-phenoxybenzoic acid by co-culture,Deltamethrin_10.1186_s13568-020-01043-1.pdf,Phenol was identified by GC-MS as a metabolite during deltamethrin degradation in the co-culture system.
17,Propiconazole,Burkholderia sp. BBK_9 propiconazole bioconversion,Burkholderia sp. BBK_9,PARTIAL,1,Propiconazole,"1-(2,4-dichlorophenyl)-2-(1H-1,2,4-triazol-1-yl) ethanone",Bioconversion / dioxolane-ring degradation,Enzyme not assigned,,METABOLITE,10.1007/s13205-016-0429-3,Biodegradation of propiconazole by newly isolated Burkholderia sp. strain BBK_9,Propiconazole_10.1007_s13205-016-0429-3.pdf,The paper reports GC-MS/fragmentation-based formation of this metabolite during propiconazole bioconversion by Burkholderia sp. BBK_9 and proposes a degradation pathway. Chromosomal degradation genes were inferred; plasmid curing indicated plasmid-borne genes were not required.
17,Propiconazole,Burkholderia sp. BBK_9 propiconazole bioconversion,Burkholderia sp. BBK_9,PARTIAL,2,Propiconazole,"1-[2-(4-chlorophenyl)ethyl]-1H-1,2,4-triazole",Bioconversion / dechlorinated triazole product formation,Enzyme not assigned,,METABOLITE,10.1007/s13205-016-0429-3,Biodegradation of propiconazole by newly isolated Burkholderia sp. strain BBK_9,Propiconazole_10.1007_s13205-016-0429-3.pdf,The paper names this compound as one of three metabolites formed during propiconazole bioconversion by strain BBK_9. Chromosomal degradation genes were inferred; plasmid curing indicated plasmid-borne genes were not required.
17,Propiconazole,Burkholderia sp. BBK_9 propiconazole bioconversion,Burkholderia sp. BBK_9,PARTIAL,3,Propiconazole,"1-ethyl-1H-1,2,4-triazole",Bioconversion / triazole product formation,Enzyme not assigned,,METABOLITE,10.1007/s13205-016-0429-3,Biodegradation of propiconazole by newly isolated Burkholderia sp. strain BBK_9,Propiconazole_10.1007_s13205-016-0429-3.pdf,"The paper names 1-ethyl-1H-1,2,4-triazole as a propiconazole bioconversion metabolite and notes that plasmid curing did not abolish degradation. Chromosomal degradation genes were inferred; plasmid curing indicated plasmid-borne genes were not required."
17,Bentazone,Trametes versicolor bentazone transformation products,Trametes versicolor,PARTIAL,1,Bentazone,TP256 (hydroxyl-bentazone),Aromatic hydroxylation,Cytochrome P450-associated activity,,METABOLITE,10.1016/j.jhazmat.2020.124476,"Remediation of bentazone contaminated water by Trametes versicolor: characterization, identification of transformation products, and implementation in a trickle-bed reactor under non-sterile conditions",Bentazone_10.1016_j.jhazmat.2020.124476.pdf,UPLC-HRMS detected TP256 as hydroxyl-bentazone. The structure is tentative because reference standards were not used; the paper assigns confidence level 3.
17,Bentazone,Trametes versicolor bentazone transformation products,Trametes versicolor,PARTIAL,2,Bentazone,TP268 (oxidized N-methyl-bentazone form),Oxidation / methylation-associated transformation,Cytochrome P450-associated activity,,METABOLITE,10.1016/j.jhazmat.2020.124476,"Remediation of bentazone contaminated water by Trametes versicolor: characterization, identification of transformation products, and implementation in a trickle-bed reactor under non-sterile conditions",Bentazone_10.1016_j.jhazmat.2020.124476.pdf,TP268 was identified as an oxidized form of N-methyl-bentazone; the paper reports tentative HRMS confidence-level assignment.
17,Bentazone,Trametes versicolor bentazone transformation products,Trametes versicolor,PARTIAL,3,TP268 (oxidized N-methyl-bentazone form),TP284a (further oxidized N-methyl-bentazone form),Further oxidation,Cytochrome P450-associated activity,,METABOLITE,10.1016/j.jhazmat.2020.124476,"Remediation of bentazone contaminated water by Trametes versicolor: characterization, identification of transformation products, and implementation in a trickle-bed reactor under non-sterile conditions",Bentazone_10.1016_j.jhazmat.2020.124476.pdf,"TP284a appeared later than TP268, and the paper suggests TP284a may result from oxidation of TP268."
17,Bentazone,Trametes versicolor bentazone transformation products,Trametes versicolor,PARTIAL,4,Bentazone,TP284b (carboxylated bentazone form),Carboxylation,Enzyme not assigned,,METABOLITE,10.1016/j.jhazmat.2020.124476,"Remediation of bentazone contaminated water by Trametes versicolor: characterization, identification of transformation products, and implementation in a trickle-bed reactor under non-sterile conditions",Bentazone_10.1016_j.jhazmat.2020.124476.pdf,"TP284b is proposed as a carboxylated bentazone form, likely at the isopropyl moiety, based on HRMS fragmentation."
17,Bentazone,Trametes versicolor bentazone transformation products,Trametes versicolor,PARTIAL,5,Bentazone,TP285 (hydroxylated N-nitroso bentazone form),Hydroxylation and N-nitrosation,Enzyme not assigned,,METABOLITE,10.1016/j.jhazmat.2020.124476,"Remediation of bentazone contaminated water by Trametes versicolor: characterization, identification of transformation products, and implementation in a trickle-bed reactor under non-sterile conditions",Bentazone_10.1016_j.jhazmat.2020.124476.pdf,The paper tentatively assigns TP285 as produced by hydroxylation and N-nitrosation of the parent compound's secondary amine.
18,Fipronil,Enterobacter chengduensis G2.8 fipronil metabolite formation,Enterobacter chengduensis strain G2.8,PARTIAL,1,Fipronil,Fipronil-sulfone,Oxidation to fipronil-sulfone,Enzyme not assigned; oxidation inferred from GC-MS metabolite profile,,METABOLITE,10.3390/life13091935,Fipronil Degradation in Soil by Enterobacter chengduensis Strain G2.8: Metabolic Perspective,PMC10532730 XML via NCBI EFetch,"The open-access article reports GC-MS monitoring of fipronil, fipronil-sulfone, and fipronil-sulfide during incubation with Enterobacter chengduensis G2.8. Fipronil-sulfone production was attributed to the fipronil oxidation pathway and was later degraded during the 14-day assay."
18,Fipronil,Enterobacter chengduensis G2.8 fipronil metabolite formation,Enterobacter chengduensis strain G2.8,PARTIAL,2,Fipronil,Fipronil-sulfide,Reduction to fipronil-sulfide,Enzyme not assigned; reduction inferred from GC-MS metabolite profile,,METABOLITE,10.3390/life13091935,Fipronil Degradation in Soil by Enterobacter chengduensis Strain G2.8: Metabolic Perspective,PMC10532730 XML via NCBI EFetch,The paper reports fipronil-sulfide as a measured metabolite formed during fipronil degradation by Enterobacter chengduensis G2.8. The authors describe fipronil-sulfide as the reduction product and report subsequent metabolite decrease during the assay.
19,Methamidophos,Pseudomonas aeruginosa Is-6 methamidophos degradation,Pseudomonas aeruginosa strain Is-6,PARTIAL,1,Methamidophos,"O,S-dimethyl phosphorothioate (DMPT)",Hydrolysis of amino group,Methamidophos phosphoamide hydrolase proposed,,METABOLITE,10.1080/03601234.2013.836868,Biodegradation of acephate and methamidophos by a soil bacterium Pseudomonas aeruginosa strain Is-6,Biodegradation of acephate and methamidophos by a soil bacterium Pseudomonas aeruginosa strain Is-6..pdf,"The primary paper reports complete methamidophos degradation by Pseudomonas aeruginosa Is-6 and detects O,S-dimethyl phosphorothioate (DMPT) by HPLC/ESI-MS. The authors describe methamidophos degradation as hydrolysis of the amino group by a proposed methamidophos phosphoamide hydrolase, releasing ammonium ions and yielding DMPT."
20,Buprofezin,Rhodococcus qingshengii YL-1 buprofezin catabolic pathway,Rhodococcus qingshengii YL-1,PARTIAL,1,Buprofezin,"2-tert-butylimino-3-isopropyl-1,3,5-thiadiazinan-4-one (2-BI)","Dihydroxylation, aromatic-ring cleavage, and amide-bond cleavage",Rieske nonheme iron oxygenase; dehydrogenase; aromatic ring-cleavage enzyme,RHO; bfzB; bfzC,GENETIC,10.1128/AEM.00868-17,Molecular mechanism and genetic determinants of buprofezin degradation,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The pathway links buprofezin transformation by Rhodococcus qingshengii YL-1 with the bfz gene cluster and detected upstream catabolic product 2-BI.
20,Acetochlor,Bacillus sp. ACD-9 acetochlor degradation pathway,Bacillus sp. ACD-9,PARTIAL,1,Acetochlor,2-chloro-N-(2-methyl-6-ethylphenyl) acetamide (CMEPA),Chloroacetamide transformation,,,METABOLITE,10.1007/s13205-020-2056-2,Degradation of acetochlor and beneficial effect of phosphate-solubilizing Bacillus sp. ACD-9 on maize seedlings,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The source reports LC-MS identification of CMEPA as the probable acetochlor degradation product.
20,Diphenylamine,Burkholderia and Ralstonia diphenylamine dioxygenation pathway,Burkholderia sp. JS667; Ralstonia sp. JS668,PARTIAL,1,Diphenylamine,Aniline + catechol,Dioxygenation and spontaneous rearomatization,Multicomponent ring-hydroxylating dioxygenase,dpaAa; tdnC,GENETIC,10.1128/AEM.02198-08,Microbial metabolism of diphenylamine,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The source links diphenylamine conversion to aniline and catechol with ring-hydroxylating dioxygenase genes.
20,Aldrin and Dieldrin,Mucor racemosus DDF dieldrin degradation pathway,Mucor racemosus strain DDF,PARTIAL,1,Dieldrin,Aldrin trans-diol,Fungal transformation,,,METABOLITE,10.1584/jpestics.J18-03,Biodegradability and biodegradation pathways of chlorinated cyclodiene insecticides by soil fungi,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The source reports dieldrin degradation by Mucor racemosus strain DDF with production of aldrin trans-diol.
20,Aldrin and Dieldrin,Mucor racemosus DDF dieldrin degradation pathway,Mucor racemosus strain DDF,PARTIAL,2,Aldrin trans-diol,Aldrin trans-diol exo- and endo-phosphates,Phosphate metabolite formation,,,METABOLITE,10.1584/jpestics.J18-03,Biodegradability and biodegradation pathways of chlorinated cyclodiene insecticides by soil fungi,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The source reports further conversion of aldrin trans-diol to exo- and endo-phosphate metabolites.
20,Parathion-Methyl,Bacillus strain C5 parathion-methyl hydrolysis pathway,Acinetobacter radioresistens USTB-04,PARTIAL,1,Parathion-Methyl,p-nitrophenol + dimethyl thiophosphate,Phosphotriester hydrolysis,Hydrolase,,WHOLE_CELL,10.1016/S1001-0742(07)60205-8,Identification of a marine Bacillus strain C5 and parathion-methyl degradation characteristics,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The row captures the first hydrolysis step generally reported for parathion-methyl degradation.
20,Pendimethalin,Bacillus subtilis Y3 pendimethalin nitroreduction pathway,Bacillus subtilis Y3,PARTIAL,1,Pendimethalin,Reduced pendimethalin metabolite,Nitro-group reduction,Pendimethalin nitroreductase,pnr,GENETIC,10.1128/AEM.01771-16,Identification of a pendimethalin nitroreductase from Bacillus subtilis Y3,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx. The database reference supports the pnr nitroreductase step; the product label is kept conservative because the current database source does not store a more specific metabolite name.
20,Dicamba,Pseudomonas maltophilia DI-6 dicamba O-demethylation pathway,Pseudomonas maltophilia DI-6,PARTIAL,1,Dicamba,"3,6-dichlorosalicylic acid",O-demethylation,Dicamba monooxygenase,ddmA; ddmB; ddmC,GENETIC,10.1128/aem.63.4.1623-1626.1997,Dicamba O-demethylase genes from Pseudomonas maltophilia DI-6,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,"This DOI is present in pesticide_data.xlsx. Dicamba O-demethylase converts dicamba to 3,6-dichlorosalicylic acid."
20,Flonicamid,Alcaligenes faecalis CGMCC 17553 flonicamid nitrile hydrolysis pathway,Alcaligenes faecalis CGMCC 17553,PARTIAL,1,Flonicamid,N-(4-trifluoromethylnicotinoyl)glycinamide (TFNG-AM),Nitrile hydration / amide formation,Nitrile hydratase / amidase system,NitA; NitB; NitC; NitD; NitE,GENETIC,10.1021/acs.jafc.9b04245,Flonicamid biodegradation genes in Alcaligenes faecalis CGMCC 17553,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx and PBDB_master_with_ids.xlsx. The step is represented as the first database-supported nitrile-hydrolysis transformation.
20,Iprodione,Paenarthrobacter sp. YJN-5 iprodione hydrolase pathway,Paenarthrobacter sp. YJN-5,PARTIAL,1,Iprodione,Iprodione hydantoin-ring hydrolysis product,Amide/hydantoin-ring hydrolysis,IpaH amidase,ipaH,GENETIC,10.1128/AEM.01150-18,Identification of iprodione catabolic amidase IpaH in Paenarthrobacter sp. YJN-5,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx and PBDB_master_with_ids.xlsx. The product name is kept conservative because the current database source stores the protein/gene evidence but not a standardized metabolite name.
20,Sulfoxaflor,Aminobacter sp. CGMCC 1.17253 sulfoxaflor nitrile hydration pathway,Aminobacter sp. CGMCC 1.17253,PARTIAL,1,Sulfoxaflor,Sulfoxaflor amide,Nitrile hydration,Nitrile hydratase,nhaseA; nhaseB,GENETIC,10.1021/acs.jafc.9b06668,Nitrile hydratase-mediated sulfoxaflor degradation by Aminobacter sp. CGMCC 1.17253,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx and PBDB_master_with_ids.xlsx. The row represents the database-backed nitrile hydratase transformation of sulfoxaflor.
21,Dimethoate,Sphingomonas sp. DC-6 dimethoate amidohydrolase pathway,Sphingomonas sp. DC-6,PARTIAL,1,Dimethoate,Dimethoate hydrolysis products,Amidohydrolase-mediated hydrolysis,Dimethoate amidohydrolase,dmhA,PURIFIED_ENZYME,10.1007/s10529-015-2027-6,Database DOI record for dimethoate amidohydrolase in Sphingomonas sp. DC-6,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,This DOI is present in pesticide_data.xlsx and PBDB_master_with_ids.xlsx. The database supports purified/kinetic dimethoate amidohydrolase evidence; the exact product names are kept conservative because they are not standardized in the current source table.
21,Pinoxaden,Acinetobacter pittobacter T4P20-1 pinoxaden degradation evidence,Acinetobacter pittobacter strain T4P20-1,PARTIAL,1,Pinoxaden,Microbial transformation products not resolved in current database source,Whole-cell degradation with predicted associated genes,Predicted degradation-associated proteins,psd; tgt; pyrF; hemF; phnX; folE,WHOLE_CELL,10.21203/rs.3.rs-1375498/v1,Database DOI record for pinoxaden degradation by Acinetobacter pittobacter strain T4P20-1,Database reference from pesticide_data.xlsx / PBDB_master_with_ids.xlsx,"This DOI is present in pesticide_data.xlsx. The current database source supports degradation and predicted genes, but does not store named transformation products; therefore this is represented as a conservative evidence node rather than a complete metabolite pathway."
