pmid,doi,year,title,journal,authors,publication_types,abstract,manual_review_status,database_match_status,matched_database_sections
41714161,10.1002/ps.70681,2026,"Semisynthesis, pesticidal properties, and toxicological study of osthole ether derivatives containing isoxazoline/isoxazole fragments at the C-7 position.",Pest management science,Wen H; Lv M; Dou Z; Xu H,Journal Article,"BACKGROUND: Agricultural pests such as Mythimna separata Walker, Hyalopterus arundimis Fabricius, and Plutella xylostella Linnaeus pose significant threats to crops and trees. Due to overuse of chemical pesticides resulting in pest resistance and safety concerns, nowadays development of new pesticides is highly desirable. Therefore, new osthole ether derivatives containing isoxazoline/isoxazole fragments at the C-7 position were studied as pesticidal agents. RESULTS: Against M. separata, compounds 4d (R = 4-ClPh), 5f (R = 2-BrPh), 5 g (R = 4-BrPh) and 5o (R = 1,3-diphenylpyrazol-4-yl) showed 2.2 to 2.5 folds insecticidal activity compared to osthole; they showed delayed insecticidal activity and most of M. separata treated with them all died at the larval period. Against H. arundimis, compound 4d exhibited 4.4 times aphicidal activity compared to osthole. Against P. xylostella, an intermediate 3b showed 1.8-fold effective insecticidal activity compared to osthole. Moreover, according to the toxicological study of 3b-treated P. xylostella, the changes in activities of three insect detoxification enzymes such as carboxylesterase (CarE), mixed function oxidase (MFO), and glutathione S-transferase (GST) over time were observed. CONCLUSION: Compounds 3b and 4d can be further studied as leads for controlling P. xylostella, and M. separata and H. arundimis, respectively. © 2026 Society of Chemical Industry.",Needs manual review before database use,NEW_CANDIDATE,
41713069,10.1016/j.aquatox.2026.107751,2026,What are the toxicological effects of mixing nanoplastics with a nanopesticide on Daphnia magna and Aliivibrio fischeri?,"Aquatic toxicology (Amsterdam, Netherlands)",Hennig TB; Bandeira FO; Gabe H; Puerari RC; Vicentini DS; Dafré AL; Fraceto LF; Matias WG,Journal Article,"Nanotechnology has enhanced the efficiency of pesticides such as nanoatrazine (nATZ), but it also raises concerns regarding potential toxicity to non-target organisms, particularly in aquatic environments already threatened by increasing nanoplastic pollution. This study assessed the individual and combined effects of nATZ and polystyrene nanoplastics (PSNP) on the freshwater microcrustacean Daphnia magna and the marine bacterium Aliivibrio fischeri. Acute tests with D. magna evaluated lethality and interactions in mixture scenarios. Chronic exposure over 21 days examined lethality, reproduction, growth, and swimming behavior. For acute and chronic exposures, reactive oxygen species (ROS) and the activity of antioxidant enzymes, including superoxide dismutase (SOD), glutathione S-transferase (GST), and glutathione peroxidase (GPx), were evaluated. Tests with A. fischeri measured changes in bacterial bioluminescence in response to contamination. Acute toxicity tests with D. magna indicated lowest observed effect concentration (LOEC) values of 4 mg l-1 for nATZ, 130.7 mg l-1 for PSNP, and 1.15 + 65.4 mg l-1 for the mixture, with predominantly synergistic responses under the Abbott reference model. Chronic exposure led to growth inhibition in D. magna at concentrations as low as 0.0228 mg l-1 for nATZ and 0.98 mg l-1 for PSNP, with reproductive effects appearing at even lower concentrations. Both contaminants increased ROS production, and their combination further amplified this response. GST activity increased, whereas SOD and GPx remained at basal levels. For A. fischeri, the toxicity of the nATZ + PSNP mixture (EC50-15min= 0.53 + 37.79 mg l-1) resembled that of PSNP alone (EC50-15min= 34.10 mg l-1), suggesting a dominant PSNP effect. These findings highlight the complexity of interactions between emerging contaminants.",Needs manual review before database use,NEW_CANDIDATE,
41706345,10.1007/s10646-026-03039-2,2026,Evaluation of acute toxicity and enzyme activity of commonly used pesticides in rice fields to Chironomus kiiensis and Chironomus javanus.,"Ecotoxicology (London, England)",Chen L; Guo J; Yang Y; Xu H; Lu Z; Zheng X; Wu Y; Lu Y,Journal Article,"Various chemical pesticides are commonly applied in rice field ecosystems to control insect pests, diseases, and weeds. However, pesticide residues and the resulting environmental pollution pose serious threats to the safety of farmland ecosystems. This study evaluated the acute toxicity of five insecticides (chlorantraniliprole, abamectin, pymetrozine, nitenpyram, and indoxacarb), five fungicides (trifloxystrobin, validamycin, tebuconazole, thiamethoxam, and propiconazole), and three herbicides (pretilachlor, cyhalofop-butyl, and penoxsulam) on the fourth-instar larvae of two chironomid species (Chironomus kiiensis and Chironomus javanus) commonly found in rice fields. Both species exhibited similar sensitivity patterns and were most sensitive to abamectin, trifloxystrobin, and pretilachlor. The 24 h-LC₅₀ values for C. kiiensis were 0.56, 1.07, and 11.25 mg/L, respectively, while those for C. javanus were 0.34, 0.19, and 9.01 mg/L, respectively. C. javanus was more sensitive to chlorantraniliprole, abamectin, pymetrozine, nitenpyram, trifloxystrobin, tebuconazole, propiconazole, and pretilachlor, whereas C. kiiensis was more sensitive to indoxacarb, validamycin, thiamethoxam, cyhalofop-butyl, and penoxsulam. Assays of detoxifying enzyme activities revealed that exposure to abamectin, pretilachlor, and trifloxystrobin significantly increased the activities of carboxylesterase (CarE) and glutathione S-transferase (GSTs), but decreased mixed-function oxidase (MFO) activity in both species. These results showed pesticide sensitivity differences between these two chironomid species, underscoring the importance of selecting appropriate bioindicator species according to the specific pesticides being evaluated. This study provided a scientific basis for the ecotoxicological and environmental safety assessment of pesticides in rice field ecosystems.",Needs manual review before database use,NEW_CANDIDATE,
41706326,10.1007/s10646-026-03031-w,2026,Assessing the effects of high concentration of pure Cry proteins exposure on the Eisenia fetida by allying transcriptome analysis with toxicological evaluation.,"Ecotoxicology (London, England)",He M; Huang Z; Pooe OJ; Chen W; Shen C; Zhang X; Xu C; Xie Y,Journal Article,"Most of eco-toxicity studies of Bacillus thuringiensis (Bt) proteins on terrestrial organism were conducted with Bt-crops straw or leaves on earthworm Eisenia fetida. Nevertheless, extra nutrition from straw or leaves degradation affected the assessment results. Meanwhile, there is limited understanding of the toxicological effects of Bt-Cry proteins on E. fetida at the molecular level. Thus, in this study, adult and juvenile earthworms were treated with ten times the highest expected environmental concentration (EEC) of purified Cry1Ac and Cry1F, then analyzed using systematic toxicity tests, including transcriptome analysis. Earthworms in all test groups survived treatment, and the relative growth rate (RGR) of juvenile earthworms showed non-significant changes after Cry toxin protein treatment. Cocoons and offspring in all groups were first observed on the 15th and 45th day of the adult earthworm reproduction tests, respectively. Although a higher number was counted in the control than in the Cry toxin treatments, the differences were not significant. For the biochemical response analysis, glutathione S-transferase (GST) activity increased significantly in Cry toxin-treated groups, whereas no significant changes were observed for superoxide dismutase (SOD), catalase (CAT), and total protein content analysis. Transcriptome analysis identified a limited number of differentially expressed genes (DEGs), suggesting a minimal impact for the tested Cry toxins on earthworms. In the enrichment analysis of differentially expressed genes (DEGs), it was shown that Cry1Ac and Cry1F treatments shared overlapping categories in the Gene Ontology (GO) database and pathways in the Kyoto Encyclopedia of Genes and Genomes (KEGG). In conclusion, our study showed that even at exceptionally high concentrations, purified Cry1Ac and Cry1F proteins exert minimal side effects on E. fetida earthworms.",Needs manual review before database use,NEW_CANDIDATE,
41703125,10.1038/s41598-026-40310-2,2026,Functional analysis of major detoxification gene superfamilies driving flubendiamide resistance in South Indian Tuta absoluta field populations.,Scientific reports,Mohan MLBC; Marimuthu M; Venkatasamy B; Muthu A; Muguntharajan P,Journal Article,"The tomato pinworm Tuta absoluta (Meyrick), a major pest, has spread worldwide and caused substantial economic losses in tomato cultivation. Repeated insecticide use has resulted in widespread resistance, especially to the diamide insecticide flubendiamide. This study explored the molecular mechanisms underlying flubendiamide resistance in a field population of T. absoluta from South India, focusing on detoxification-related gene families, such as cytochrome P450 monooxygenases (CYP450s), glutathione S-transferases (GSTs), and carboxyl/choline esterases (CCEs). Phylogenetic analysis was performed using 26 gene sequences from T. absoluta and related lepidopteran species. Bioassays revealed that the Krishnagiri (KNG) population is highly resistant, and gene expression analysis was conducted on KNG and susceptible populations treated with sublethal LC25 doses of flubendiamide. Quantitative real-time PCR showed significant overexpression of CYP248f in resistant larvae at 24 and 48 h after treatment, suggesting a role in metabolic detoxification. Among the GSTs, TaGSTe and TaGSTd were notably upregulated, whereas TaGSTs, TaGSTt, and TaGSTz were not differentially expressed. CCE genes (TaCCE1 and TaCCE2) showed no significant expression, indicating a limited role in resistance. Molecular docking supported these findings, showing strong ligand-binding affinities for the overexpressed CYP and GST proteins, highlighting potential molecular targets for resistance monitoring and management.",Needs manual review before database use,NEW_CANDIDATE,
41699402,10.1038/s41598-026-36055-7,2026,Monitoring insecticide resistance in cotton leafhopper in relation to enzymatic activity in major cotton growing areas of central India.,Scientific reports,Chinna Babu Naik V; Chowdary LR; Nagaharish G; Nagarare VS; Murthy JSV; Supreeth GS; Madhu TN; Kumbhare S,Journal Article,"Insecticide resistance complicates pest management by reducing chemical effectiveness and increasing environmental pollution from higher application rates. Monitoring resistance is essential before recommending chemicals in any agro-ecological region. The present study evaluated the extent and mechanisms of insecticide resistance in the cotton leafhopper, Amrasca biguttula biguttula (Ishida) (Hemiptera: Cicadellidae), across major cotton-growing regions of Maharashtra, India over five consecutive years, from 2015-16 to 2019-20 at ICAR-Central Institute for Cotton Research (CICR) in Nagpur. The bioassay studies using IRAC protocols revealed that populations collected from the Amravati district of Maharashtra exhibited higher LC50 values for all tested insecticides, including Flonicamid 50WG, Thiamethoxam 25WG, Acetamiprid 20SP, Imidacloprid 17.8SL, Monocrotophos 36SL, Acephate 75SP, Clothianidin 50WDG, and Spiromesifen 22.9SC. The tentative discriminating doses were established based on a susceptible population of A. biguttula at 1, 0.2, 0.05, 0.01, 0.001, 0.0001, and a control of 0 ppm. Using standardized IRAC bioassay protocols, we assessed resistance levels for eight insecticides and noted significant increases in LC50 values. Notably, the A. biguttula biguttula populations from Yavatmal, Chandrapur, and Amravati exhibited critical resistance to neonicotinoids and other classes of insecticides. Biochemical assays revealed elevated activities of detoxifying enzymes, including cytochrome P450 monooxygenases, carboxylesterases, and glutathione S-transferases (GST), indicating metabolic resistance as a key mechanism. Notably, Amravati populations displayed the highest enzyme activities (e.g., GST up to 555.56 pmol/min/mg protein), correlating with intense insecticide use. These findings emphasize the need for integrated pest management (IPM) strategies, including insecticide rotation, biological controls, and resistant cotton hybrids, to mitigate insecticide resistance and minimise environmental impact. Regular monitoring of resistance and enzyme activity is essential for sustainable pest control in cotton ecosystems.",Needs manual review before database use,NEW_CANDIDATE,
41652424,10.1186/s13071-026-07252-0,2026,Pyrethroids and organophosphate resistance in Aedes aegypti (Diptera: Culicidae) and their underlying mechanisms.,Parasites & vectors,Zuharah WF; Lee SD; Abdullah FN; Azman ANZ; Guswenrivo I; Ernawan B; Kartika T; Pengsakul T,Journal Article,"BACKGROUND: For decades, insecticides have been central to controlling the yellow fever mosquito, Aedes aegypti (L.), but extensive use has driven resistance development. This study investigates resistance of Ae. aegypti to pyrethroids (permethrin, deltamethrin) and organophosphates (malathion, pirimiphos-methyl) and their underlying mechanisms across Malaysia, Thailand, Indonesia, and the USA. METHODS: Adult female Ae. aegypti (3-5 days old, non-blood-fed) were subjected to World Health Organization (WHO) tube bioassays using 0.4% permethrin, 0.03% deltamethrin, 5% malathion, and 60 mg/m2 pirimiphos-methyl. Each assay included four replicates of 25 mosquitoes, with mortality assessed at 24 h post-exposure. Genomic DNA was extracted from 10 resistant individuals per population, and two coding regions of the voltage-gated sodium channel (VGSC) gene (domains II and III) were amplified and sequenced to detect known and novel kdr mutations. For biochemical analysis, 40 newly emerged, non-blood-fed females per strain were individually homogenized to quantify mixed-function oxidase (MFO), esterase (α- and β-EST), glutathione S-transferase (GST), and acetylcholinesterase (AChE) activity. RESULTS: High resistance levels were recorded in Malaysian and US Ae. aegypti strains, with low mortality ranging between 9% and 22% for pyrethroids. New mutations T1520I (8-15%) and I1011M (10-15%) were identified in Malaysian populations, the first detection of T1520I in the country, while V1016I (10%) was newly detected in Indonesian strains. Malaysian mosquitoes had multiple kdr mutations (S989P, V1016G, F1534C, and T1520I) in triple- and quadruple-haplotype combinations. The US Riverside strain showed a nine- to 10-fold increase in β-EST and three- to fivefold increase in MFO and GST activity compared to the VCRU susceptible strain, indicating strong metabolic resistance. In contrast, the highly resistant Malaysian Hamna strain exhibited no significant upregulation (P > 0.05) in detoxifying enzymes, suggesting resistance was driven primarily by kdr mutations. Thai strains lacked kdr mutations but exhibited altered AChE (20-35% remaining activity) and elevated GST (2-3 times higher than control). CONCLUSIONS: The detection of novel kdr mutations and diverse resistance mechanisms underscores the adaptability of Ae. aegypti to insecticide pressure and highlights the urgent need for continuous monitoring and integrated resistance management strategies.",Needs manual review before database use,NEW_CANDIDATE,
41636930,10.1007/s10735-026-10728-z,2026,Therapeutic effect of naringenin against fenamiphos‑induced testicular damage in male rats: a histological and biochemical study.,Journal of molecular histology,Demirkol E; Apaydin FG,Journal Article,"Fenamiphos (FNP) is an organophosphate compound used to control many agricultural pests. Naringenin (NAR) is a compound that has been recognized as a having physiologically potent antioxidant activity. This study was made to detect the possible therapeutic effects of NAR in preventing fenamiphos-induced reproductive toxicity. For this purpose, rats were treated with Fenamiphos (FNP) and Naringenin (NAR) for 4 weeks. This study was conducted on a total of 24 adult male albino rats. The rats were divided in an equally random manner into four groups: Group 1 was determined as the control group; group II received a dose of 50 mg/kg naringenin orally; group III received fenamiphos in a dose of 0.76 mg/kg/day orally; group IV received both naringenin and fenamiphos in the same stated doses. The results obtained in the testis showed a significant increase in the malondialdehyde, 8-OHdG, IL-17, and a significant decrease in superoxide dismutase, catalase, glutathione-S-transferase, glutathione peroxidase, acetylcholine esterase activities, testosterone, FSH, and LH contents in the FNP-treated group. Tissue damage induced significant histopathological/immunohistochemical changes following exposure to FNP. Treatment with NAR reduced malondialdehyde, 8-OHdG, and IL-17 contents, and naringenin treatment caused an increase in superoxide dismutase, catalase, glutathione-S-transferase, glutathione peroxidase, acetylcholine esterase, testosterone, FSH, and LH parameters compared with the FNP-treated groups. Micrographs of testis sections in FNP plus NAR-treated rats showed fewer histopathological and immunohistochemical changes. Flavonoids could effectively protect against fenamiphos-induced damage, offering a potential solution for pesticide-related toxicity. In this investigation, it was shown that fenamiphos caused testicular toxicity, and naringenin reduced this toxicity.",Needs manual review before database use,NEW_CANDIDATE,
41629024,10.1016/j.pestbp.2026.106956,2026,"(+)-Catechin from Prunus padus disrupts detoxification pathways and provides field-level control of the bird cherry-oat aphid, Rhopalosiphum padi.",Pesticide biochemistry and physiology,Hou W; Yuan X; Xia L; Wang N; Tang H; Piñero JC; Peng X; Chen M,Journal Article,"Plant-derived compounds, which act through diverse biochemical pathways, can be used for pest insect control to help reduce the risk of insecticide resistance. Here, we evaluated the insecticidal activity of (+)-catechin, isolated from Prunus padus, against the bird cherry-oat aphid (Rhopalosiphum padi), a major cereal pest worldwide. (+)-catechin significantly reduced aphid survival, with an LC50 of 2.99 mg/L at 48 h, and suppressed reproduction, lowering total fecundity by 34% at sublethal doses. Sublethal exposure also shortened adult longevity and the reproductive period. Transcriptomic analyses revealed strong induction of detoxification-related genes, particularly UDP-glycosyltransferases (UGTs) and cytochrome P450s. Enzyme assays confirmed elevated P450 and UGT activity but reduced activities of glutathione S-transferase and ATP-binding cassette transporter, suggesting a dual mode of action that overwhelms detoxification capacity. RNA interference validated the key roles of RpUGT344D5 and RpCYP15A1, whose knockdown lowered LC50 values by 76% and 39%, respectively, whereas RpCYP4CH8 knockdown had no effect. Field trials showed that foliar applications of (+)-catechin reduced aphid populations by up to 84%, with efficacy comparable to imidacloprid. Non-target assays indicated ≤5% mortality of the predator Harmonia axyridis. Taken together, these results demonstrate that (+)-catechin disrupts detoxification pathways and suppresses aphid population growth under both laboratory and field conditions, indicating it as a botanical insecticide candidate for integration into sustainable management of R. padi.",Needs manual review before database use,NEW_CANDIDATE,
41628990,10.1016/j.pestbp.2025.106909,2026,"Risk assessment, resistance monitoring and mechanism of field-evolved resistance to broflanilide in the tobacco cutworm, Spodoptera litura.",Pesticide biochemistry and physiology,Guo X; Tong Y; Li R; Zhang S; Zhang D; Qu C; Ma X; Wang R,Journal Article,"Spodoptera litura, a globally destructive agricultural pest, has evolved significant resistance to many popular insecticides. Broflanilide, a new meta-diamide pesticide that targets the specific site of γ-aminobutyric acid (GABA) receptor, provides broad-spectrum control against pests in the orders Lepidoptera and Thysanoptera. However, its potential resistance risk in S. litura remains unclear. In this study, a laboratory-selected strain was generated through ten consecutive generations of selection with broflanilide, revealing a low overall risk for resistance development. Concurrently, field resistance monitoring across China indicated that most S. litura populations remained highly susceptible, while the Sanya (SY) population exhibited moderate resistance (26.8-fold). Following seven additional generations of selection, the SY population evolved high resistance (56.2-fold) and was designated the SY-R strain. Using SY-R, we investigated inheritance, cross-resistance, and mechanism of detoxification underlying field-evolved resistance. Broflanilide showed minimal cross-resistance to the tested pesticides. Genetic and synergistic analyses indicated that resistance was incompletely dominant, autosomal, and polygenic, primarily associated with detoxification of glutathione S-transferase (GST) and cytochrome P450 (P450). These findings provide a comprehensive assessment of broflanilide resistance risk and provide valuable information and data for developing effective strategies of pesticide resistance management.",Needs manual review before database use,NEW_CANDIDATE,
41628987,10.1016/j.pestbp.2025.106905,2026,Both target-site and non-target-site resistance mechanisms confer mesosulfuron-methyl resistance in Silene conoidea L.,Pesticide biochemistry and physiology,Xue X; Cui H; Hu S; Ma H; Wei S; Huang H; Li X; Huang Z,Journal Article,"Silene conoidea L., a common weed in wheat fields, is mainly controlled by acetolactate synthase (ALS)-inhibiting herbicides such as mesosulfuron-methyl. In this study, we investigated a mesosulfuron-methyl resistant population to elucidate the resistance mechanisms. The resistant (R) population displayed a high level of resistance to mesosulfuron-methyl, with the resistance index (RI) of 18.87. It also exhibited cross-resistance to halosulfuron-methyl, florasulam, flumetsulam, and flucarbazone‑sodium. In vitro ALS enzyme activity in the R population was 22.85-fold higher than in the susceptible (S) population. A W574L mutation (leucine replaced tryptophan) was identified in the ALS gene of the R population. Through molecular docking, this substitution of amino acid weakened the π-π stacking interaction between mesosulfuron-methyl molecule and the non-mutated ALS enzyme. The R population also showed significantly higher ALS expression than the S population, while the ALS gene copy number did not differ between the two populations. Pretreatment with malathion (cytochrome P450 inhibitor) and NBD-Cl (glutathione S-transferases inhibitor) reduced mesosulfuron-methyl resistance by 43.92 % and 29.20 %, respectively. Indicating that CYP450s and GSTs are involved in resistance. Transcriptome and qPCR analyses identified significant upregulation of three ABC transporter genes, three CYP450 genes, and one GST gene in the R population. Meanwhile, KEGG pathway analysis indicated that the photosynthetic pathways were significantly affected after mesosulfuron-methyl treatment. This is the first report of mesosulfuron-methyl resistance in S. conoidea, involves both target site resistance and non-target site resistance mechanisms.",Needs manual review before database use,NEW_CANDIDATE,
41627542,10.1007/s10646-026-03025-8,2026,Biochemical responses in tail tissue of the insectivorous lizard Uta stansburiana in agricultural areas.,"Ecotoxicology (London, England)",Villa-Muñoz MC; Blázquez-Moreno MC; Meza-Montenegro MM; Lara-Reséndiz RA; Ortega-Rubio A; Zenteno-Savín T,Journal Article,"Agricultural expansion and pesticide use pose significant threats to wildlife. Reptiles are often overlooked in ecotoxicological studies despite their ecological importance. This study assessed the biochemical responses in the side-blotched lizard (Uta stansburiana) by analyzing tail tissue across three agricultural sites (C1: agave and citrus crops, C2: corn and alfalfa, C3: vegetables) and a reference site in La Paz, Baja California Sur, Mexico. Soil samples were analyzed for organochlorine pesticide concentrations. A total of 15 individuals per site were captured (55 adults and 5 juveniles). Morphometric parameters showed that adult males and females from C2 were significantly larger and heavier than those from C1 and C3, and body condition index (BCI) was significantly higher in adult males from C2. Tail tissue was used to measure glutathione S-transferase (GST) activity, acetylcholinesterase (AChE) activity, superoxide anion (O2•−) production rate, and protein carbonyl concentrations. Results revealed the presence of the pp’-DDT metabolite pp’-DDE in an agricultural site (C1), indicating historical contamination. GST activity was significantly higher in the agricultural areas compared to the reference site, suggesting a detoxification response. No significant differences were found in AChE activity or O2•− production rate between sites. Protein carbonyl levels were higher in males than in females, reflecting sex-specific oxidative damage. This study supports the utility of tail tissue as a minimally invasive method, emphasizes the importance of considering sex-specific responses in ecotoxicology, and highlights the need for improved pesticide monitoring and regulation in agricultural landscapes.",Needs manual review before database use,NEW_CANDIDATE,
41619245,10.47665/tb.42.4.011,2025,Larvicidal and enzyme-inhibitory effects of essential oils from Eucalyptus globulus and Eucalyptus radiata against Culex pipiens.,Tropical biomedicine,Toubal S; El Haddad D; Sadaoui N; Aliboudhar H; Boumaza S; Benhabyles N; Chaabane N; Maleki A,Journal Article,"Culex pipiens is among the most abundant mosquitoes in Algeria. This mosquito poses a significant public health risk as a vector of various diseases. Developing efficient and eco-friendly pesticides has also become a highly important issue to reduce the risks associated with conventional insecticides. In this context, the present study aimed to evaluate the responses of fourth-instar larvae of Culex pipiens (C. pipiens) to the effects of two essential oils (EOs) Eucalyptus globulus (E. globulus) and Eucalyptus radiata (E. radiata), both known for their bioinsecticidal properties. The oils were obtained by steam distillation and their chemical composition was determined using gas chromatography coupled to mass spectrometry (GC-MS). Larvicidal bioassays were conducted under laboratory conditions, and in silico analyses were performed to evaluate interactions between the major essential oils constituents and two detoxification enzymes acetylcholinesterase (AChE; PDB ID: 5X61) and glutathione S-transferase (GST; PDB ID: 18GS). E. radiata yielded a higher oil content (1.25 ± 0.36% w/w) than E. globulus (0.92 ± 0.48% w/w). GC-MS profiling revealed marked compositional differences: E. globulus EO was dominated by 1,8-cineole (72.05%), whereas E. radiata contained o-cymene (32.23%) as the main compound. Both EOs showed significant larvicidal activity (p<0.001) against C. pipiens, with E. globulus demonstrating greater potency (LC50 = 23.74 ppm) compared to E. radiata (LC50 = 53.42 ppm). In silico studies demonstrated that the major constituents of both essential oils exhibit strong insecticidal potential through various interactions with acetylcholinesterase and glutathione S-transferase. Compounds from Eucalyptus globulus showed slightly better binding affinities overall. These results support the development of safe and eco-friendly insecticides, offering a sustainable strategy for protecting both public health and the environment, especially through natural larvicides derived from essential oils targeting Culex pipiens mosquitoes.",Needs manual review before database use,NEW_CANDIDATE,
41611097,10.1016/j.molbiopara.2026.111735,2026,In vitro and in silico evaluation of plant compounds as inhibitors of glutathione S-transferase from Rhipicephalus microplus and R. decoloratus.,Molecular and biochemical parasitology,Dos Santos Bezerra WA; da Rocha CQ; da Silva Vaz Junior I; Ullah S; de Azevedo Junior WF; Soares AMDS,"Journal Article; Research Support, Non-U.S. Gov't","Ticks are widely distributed ectoparasites that transmit several pathogens and cause significant losses in livestock production. Resistance to commercial acaricides has become increasingly common, stimulating the search for new molecules with potential for tick control. Among possible targets, glutathione S-transferases (GSTs) play a central role in detoxification processes and are therefore attractive candidates for overcoming acaricide resistance. In this work, the inhibitory activity of plant compounds on recombinant GSTs from Rhipicephalus microplus (rGST-Rm) and R. decoloratus (rGST-Rd) was examined using in vitro and in silico approaches. Compounds tested included 3β-stearioxy-olean-12-ene, diosgenin, quercitrin, naringenin, ellagic acid, rutin, and quercetin, which belong to different chemical classes, including triterpenes, steroids, polyphenols, and flavonoids. In vitro assays showed that 3β-stearioxy-olean-12-ene and naringenin inhibited rGST-Rm with IC₅₀ values of 148.2 μM and 160.7 μM, respectively. For rGST-Rd, inhibition by quercitrin (IC₅₀ = 37.7 μM), naringenin (IC₅₀ = 177.7 μM), and rutin (IC₅₀ = 115.0 μM) was observed. Docking analyses predicted interactions between these molecules and tick GSTs. Overall, the results support the potential of GST inhibition as a strategy for acaricide development and indicate that some plant compounds may serve as starting points for future tick control methods.",Needs manual review before database use,NEW_CANDIDATE,
41610531,10.1016/j.marpolbul.2026.119339,2026,Azadirachtin-induced oxidative stress in early life stages of the endangered horseshoe crab Tachypleus tridentatus: Implications for coastal conservation.,Marine pollution bulletin,Chen B; Wu R; Zhu P; Liu J; Liu Y; Yan L; Ma Z; Gao F,Journal Article,"The horseshoe crab Tachypleus tridentatus, listed as ""Endangered"" by the IUCN, is a keystone species in Asian coastal ecosystems and is critical for biomedical applications. This species currently faces multiple threats, including an emerging but overlooked hazard: botanical pesticide contamination in nursery habitats. Azadirachtin, a novel biopesticide, can trigger increased accumulation of reactive oxygen species. However, regulation of gene expression under environmental stress and their synergistic relationship with developmental processes in T. tridentatus remain unclear. We investigated the conservation implications of azadirachtin exposure in the most vulnerable life stages critical for population recruitment. Using embryonic (Stages IV-V) and first-instar larvae, we documented dose- and time-dependent mortality with heightened sensitivity in later developmental stages-periods crucial for successful recruitment. Azadirachtin induced oxidative stress through disruption of antioxidant defense systems, with rapid SOD activation (peaking at 12 h), elevated MDA levels indicating cellular damage, and biphasic T-AOC responses. Molecular analysis results revealed stage-specific expression patterns of key stress-responsive genes, including antioxidant enzymes (Mn-SOD, CAT), a Phase II detoxification enzyme (GST), and a neurotoxicity biomarker (AchE), suggesting limited adaptive capacity in early life stages. These findings challenge the assumption that plant-derived pesticides are environmentally benign and reveal a significant threat to horseshoe crab conservation. High sensitivity during embryonic development, when animals are confined to beach sediments, is particularly concerning given the overlap between agricultural runoff zones and spawning habitats. We recommend establishing pesticide-free buffer zones (minimum 500 m) around known spawning sites, implementing azadirachtin monitoring in horseshoe crab protection areas, and revising coastal pesticide regulations to account for endangered species vulnerability. Our results underscore the need to integrate emerging contaminant assessments into conservation strategies for this ecologically irreplaceable species.",Needs manual review before database use,NEW_CANDIDATE,
41609977,10.1007/s11686-025-01202-z,2026,Insecticidal and Repellent Effects of Selected Botanicals against Tribolium Castaneum (Herbst) (Coleoptera: Tenebrionidae) with Reference To their Effect on Detoxifying Enzymes.,Acta parasitologica,Kumar A; Devee A; Thokchom S; Yadav A; Zeb J; Gad ME; Selim A; Gattan HS,Journal Article,"The excessive application of various synthetic pesticides led to control difficulties, including insect resistance and environmental contamination. This study aimed to evaluate the insecticidal and repellent activities of twelve botanical powders and aqueous extracts against Tribolium castaneum, with a focus on acetylcholinesterase and glutathione-S-transferase detoxification enzyme activities. Toxicity tests revealed that Azadirachta indica dry powder was the most harmful, having the lowest LD50 value of 2.09% w/w, while in aqueous extract A. indica was the most toxic, with an LC50 of 2.20% after 24 h. Repellency tests demonstrated that A. indica exhibited the highest repellent effect in both powder and aqueous forms (86.66%). As a result of the most effective botanical application, biochemical analyses showed that acetylcholinesterase activity remained highest (6.17 ± 0.17 U/min/g) in A. indica-treated insects, whereas glutathione-S-transferase enzyme activity peaked in response to Eucalyptus tereticornis (85.00 U/min/g), indicating a strong physiological defense response. These results indicate that plants like A. indica, D. stramonium, E. tereticornis, and Ar. nilagirica can be used as promising bio-insecticides options for controlling T. castaneum in stored products.",Needs manual review before database use,NEW_CANDIDATE,
