pesticide,evidence_source,pdf_file,probable_title,doi,year,microorganism,evidence_type,gene,enzyme_or_protein,substrate,products_or_metabolites,experimental_method,database_use_recommendation,curator_notes,curation_folder
Trifloxystrobin,PDF automated candidate; manual validation required,Detoxification Esterase StrH Initiates Strobilurin Fungicide Degradation in iHyphomicrobiumi sp. Strain DY-1..pdf,Detoxiﬁcation Esterase StrH Initiates Strobilurin Fungicide,10.1002/etc.3520; 10.1002/ps.520,2021,AC100. Appl Environ Microbiol; CCH1 and Cupriavidus sp; CCH2; CCH2 were able to; CM2T and development of; D47 and characterization of,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Effect of intermittent water flow on biodegradation of organic micropollutants in the hyporheic zone..pdf,Contents lists available at ScienceDirect,10.1002/1099-1646(200009/10; 10.1002/elsc.200620130,2025,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Environmental fate of trifloxystrobin in soils of different geographical origins and photolytic degradation in water.pdf,"J. Agric. Food Chem. 2006, 54, 9479−9487 9479",10.1021/jf0620214,2006,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Exogenous Tebuconazole and Trifloxystrobin Regulates Reactive Oxygen Species Metabolism Toward Mitigating Salt-Induced Damages in Cucumber Seedling..pdf,Exogenous Tebuconazole and Trifloxystrobin,10.3390/plants8100428,2019,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,"Investigation of the protective role of Ginkgo biloba L. against phytotoxicity, genotoxicity and oxidative damage induced by Trifloxystrobin..pdf",www.nature.com/scientificreports,10.1038/s41598-024-70712-z,2024,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Kinetics and New Mechanism of Azoxystrobin Biodegradation by an iOchrobactrum anthropii Strain SH14..pdf,Kinetics and New Mechanism of Azoxystrobin,10.3390/microorganisms8050625,2020,Bacillus subtilis BSF01 and; Brevibacteriumaureum and its biochemical; CPN 1. Biodegradation 2008; CW3 from wastewater sludge; Figure SH14 alsoindicated 3; O. anthropi SH14 having,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Modification of existing maximum residue levels in various crops and evaluation of confirmatory data following the Article 12 MRL review for trifloxystrobin..pdf,ADOPTED: 9 December 2021,10.2903/j.efsa.2012.2873; 10.2903/j.efsa.2014.3592,2025,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Modification of the existing maximum residue level for trifloxystrobin in broccoli..pdf,APPROVED: 17 December 2018,10.2903/j.efsa; 10.2903/j.efsa.2007.32r,2025,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Modification of the existing maximum residue level for trifloxystrobin in honey..pdf,Modiﬁcation of the existing maximum residue level for,10.2903/j.efsa.2014.3592; 10.2903/j.efsa.2014.3751,2025,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Modification of the existing maximum residue levels and setting of import tolerances for trifloxystrobin in various crops (1).pdf,Approved: 28 March 2025,10.2903/j.efsa.2025.9387,2025,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Modification of the existing maximum residue levels and setting of import tolerances for trifloxystrobin in various crops (2).pdf,Evaluation of Chronic Dietary Risk of Trifloxystrobin and,10.3390/foods14101745; 10.3390/foods14101745/s1,2025,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Modification of the existing maximum residue levels for trifloxystrobin in various crops..pdf,APPROVED: 21 December 2017,10.2903/j.efsa; 10.2903/j.efsa.2007.32r,2025,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Peer review of the pesticide risk assessment of the active substance trifloxystrobin..pdf,CONCLUSION ON PESTICIDES PEER REVIEW,10.2903/j.efsa.2008.622; 10.2903/j.efsa.2009.1438,2025,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Persistence and dissipation kinetics of trifloxystrobin and tebuconazole in onion and soil..pdf,This article was downloaded by: [University of Western Ontario],10.1080/03601234.2014.896674,2015,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Potential aquatic environmental risks of trifloxystrobin Enhancement of virus susceptibility in zebrafish through initiation of autophagy..pdf,"Wang et al. Zool. Res. 2021, 42(3): 339−349",10.24272/j.issn.2095-8137.2021.056,2021,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Safe Application of 75% Trifloxystrobin-Tebuconazole as Water-Dispersible Granules in Paddy Based on Residue and Dietary Risk Assessment..pdf,Safe Application of 75% Trifloxystrobin–Tebuconazole as,10.3390/molecules29010163,2024,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Simultaneous detection and degradation patterns of kresoxim-methyl and trifloxystrobin residues in citrus fruits by HPLC combined with QuEChERS.pdf,"This article was downloaded by: [University of Tennessee, Knoxville]",10.1080/03601234.2013.761877,2015,,candidate_pathway/metabolite,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,"Simultaneous determination of tebuconazole, trifloxystrobin, and its metabolite trifloxystrobin acid residues in gherkin under field conditions..pdf",Mariappan Paramasivam Research Article,10.1002/jssc.201401022,2025,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,"Simultaneous determination of trifloxystrobin and trifloxystrobin acid residue in rice and soil by a modified quick, easy, cheap, effective, rugged, and safe method using ultra high performance liquid chromatography with ta.pdf",Xixi Chen Research Article,10.1002/jssc.201400157,2025,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Spectral elucidation of the acid metabolites of the four geometric isomers of trifloxystrobin.pdf,Anal Bioanal Chem (2007) 388:1831–1838,10.1007/s00216-007-1382-0,2007,,candidate_pathway/metabolite,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,"Tebuconazole and trifloxystrobin regulate the physiology, antioxidant defense and methylglyoxal detoxification systems in conferring salt stress tolerance in iTriticum aestivumi L..pdf",Physiol Mol Biol Plants (June 2020) 26(6):1139–1154,10.1007/s12298-020-00810-5; 10.1016/j.envpol,2020,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Trifloxystrobin,PDF automated candidate; manual validation required,Trifloxystrobin-induced mitophagy through mitochondrial damage in human skin keratinocytes..pdf,Trifloxystrobin-induced mitophagy through mitochondrial,,2016,,candidate_gene/enzyme_plus_pathway,,,Trifloxystrobin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707
Abamectin,PDF automated candidate; manual validation required,Contribution of insect gut microbiota and their associated enzymes in insect physiology and biodegradation of pesticides..pdf,PUBLISHED 14 September 2022,10.1001/archneurol; 10.1001/jamaneurol.2013.6030,2022,CF-BD. In the presence; CL4 has that are; IM-2. J. Agric. Food; Klebsiella concentrations; Rhodococcus sp. BCH2 and; across several agricultural and,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,Degradation of abamectin and doramectin on sheep grazed pasture..pdf,"Ecotoxicology, 14, 627–635, 2005",10.1007/s10646-005-0012-x,2005,,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,Degradation of abamectin by newly isolated Stenotrophomonas maltophilia ZJB-14120 and characterization of its abamectin-tolerance mechanism..pdf,Research in Microbiology 166 (2015) 408e418,10.1016/j.resmic.2015.04.002,2015,ABM biodegradation products of; ADP adsorption to layered; Burkholderia sp GB-01 for; DP-2. J Enhanced biotransformation; E56; KB2. Int Biodeter Biodegr,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,"Degradation of sex pheromone and plant volatile components by an antennal glutathione S-transferase in the oriental fruit moth,Grapholita molesta Busck (Lepidoptera Tortricidae)..pdf",Degradation of sex pheromone and plant volatile,10.1002/arch.21512,2025,,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,"Degradation of the acaricides abamectin, flufenoxuron and amitraz on Saudi Arabian dates.pdf",Food Chemistry 100 (2007) 1590–1593,10.1016/j.foodchem.2006.01.002,2007,,candidate_pathway/metabolite,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,Degradation strategies of pesticide residue From chemicals to synthetic biology..pdf,Synthetic and Systems Biotechnology 8 (2023) 302–313,10.1002/ep.11626; 10.1002/ieam.4680,2026,HM01; Novosphingobium sp FND-3. FEMS; SRS16; by Pseudomonas to improve; can be developed with; exhibits usually more difficult,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,Effect of soil fumigants on degradation of abamectin and their combination synergistic effect to root-knot nematode..pdf,Effect of soil fumigants on degradation of,10.1002/jssc.201401234; 10.1002/ps.1503,2018,Burkholderia sp. GB-01 for,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,"Efficient degradation of ivermectin by newly isolated Aeromonas taiwanensis ZJB-18,044..pdf",Biodegradation (2020) 31:275–288,10.1007/s10532-009-9314; 10.1007/s10532-020-09909-8,2020,A2-50; A2-50 was investigated in; ADP adsorption to layered; AVM1; Aeromonas salmonicida strain CBA100; DP-2. J Hazard Mater,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,Evaluation of degradation kinetics for abamectin in formulations using a stability indicating method..pdf,Acta Pharm. 63 (2013) 59–69 Original research paper,10.1002/jps.2600811008; 10.1016/0304-4017(94)00743-V,2013,,candidate_pathway/metabolite,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,Intensification of abamectin pesticide degradation using the combination of ultrasonic cavitation and visible-light driven photocatalytic process Synergistic effect and optimization study..pdf,Ultrasonics Sonochemistry 35 (2017) 449–457,10.1016/j.ultsonch.2016.10.025,2017,,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,Lethal and sublethal effects of pesticides on Chrysoperla carnea larvae (Neuroptera Chrysopidae) and the influence of rainfastness in their degradation pattern over time..pdf,Lethal and sublethal effects of pesticides on Chrysoperla carnea,10.1007/s10646-016-1641-y,2016,,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,Microbial degradation of abamectin in reservoir water.pdf,Ecotoxicology (2006) 15:495–502,10.1007/s10646-006-0085-1,2006,,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,Photodegradation of the acaricide abamectin a kinetic study..pdf,"J. Agric. Food Chem. 2008, 56, 7355–7359 7355",10.1021/jf8014848,2008,,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,Release and Degradation of Microencapsulated Spinosad and Emamectin Benzoate..pdf,www.nature.com/scientificreports,10.1021/acs.jafc.7b01295; 10.1038/s41598-017-11419-2,2017,,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,Role of Insect Gut Microbiota in Pesticide Degradation A Review..pdf,published: 03 May 2022,10.1002/arch.21218; 10.1002/ece3,2022,from Northwestern Colombia. J; of Arsenophonus symbiont decreases; of Laodelphax striatellus. Pest; of S. frugiperda harbor; of house fly; of the bacterial doi,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,Soil fumigation alters adsorption and degradation behavior of pesticides in soil..pdf,Environmental Pollution 246 (2019) 264e273,10.1002/ps.4911; 10.1016/j.envpol.2018.12.003,2019,,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,Study of the degradation in aqueous solution of a refractory organic compound avermectin type used as pesticide in agriculture..pdf,1 © IWA Publishing 2017 Water Science & Technology | in press | 2017,10.1002/9783527610884; 10.1002/jctb.3990,2017,Burkholderia sp. GB-01 for,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Abamectin,PDF automated candidate; manual validation required,Time profile of abamectin and doramectin excretion and degradation in sheep faeces..pdf,Environmental Pollution 144 (2006) 197e202,10.1016/j.envpol.2005.12.019,2006,,candidate_gene/enzyme_plus_pathway,,,Abamectin,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,"Accumulation, metabolites formation and elimination behavior of rac-glufosinate-ammonium and glufosinate-P in zebrafish (Danio rerio)..pdf",Food Chemistry: X 15 (2022) 100383,10.1002/etc.5620170713; 10.1007/978-1,2022,,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,Casein Kinase 2 Mediates Degradation of Transcription Factor Pcf1 during Appressorium Formation in the Rice Blast Fungus..pdf,Casein Kinase 2 Mediates Degradation of Transcription Factor,10.3390/jof8020144; 10.3390/jof8020144/s1,2022,DH5; FY834 with a linearized; expressing GFP-PCF1 through ATMT; following a small-scale yeast; through Agrobacterium tumefaciens-mediated transformation,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,"Chromatographic Methods for the Determination of Glyphosate in Cereals Together with a Discussion of Its Occurrence, Accumulation, Fate, Degradation, and Regulatory Status..pdf",Chromatographic Methods for the Determination of Glyphosate,10.3390/mps7030038,2024,,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,Co-option of an extracellular protease for transcriptional control of nutrient degradation in the fungus Aspergillus nidulans..pdf,https://doi.org/10.1038/s42003-021-02925-1 OPEN,10.1038/s42003-021-02925-1,2021,Genotypea Origin; MH1103636. Aspergillus nitrogen-free medium; after four selective advantage; construction. Nat. Equipment Grant; constructions described below used; contains two distinct regulatory,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,Comparing toxicity and biodegradation of racemic glufosinate and L-glufosinate in green algae Scenedesmus obliquus..pdf,Science of the Total Environment 823 (2022) 153791,10.1002/chir.22018; 10.1002/etc,2022,,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,Degradation of Fungal MicroRNAs Triggered by Short Tandem Target Mimics Is via the Small-RNA-Degrading Nuclease..pdf,Degradation of Fungal MicroRNAs Triggered by Short Tandem,10.1007/s00253-017-8197-5; 10.1007/s00438-012-0678-8,2025,AGL-1 was cultured on; ARSEF 23 was grown; Characteristics Plasmid used MR-WT; of,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,Effects of L-Glufosinate-ammonium and temperature on reproduction controlled by neuroendocrine system in lizard (Eremias argus)..pdf,Environmental Pollution 257 (2020) 113564,10.1016/j.envpol.2019.113564,2020,,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,Genetic dissection of peroxisome-associated matrix protein degradation in Arabidopsis thaliana..pdf,Genetic Dissection of Peroxisome-Associated Matrix,10.1534/genetics.112.146100,2025,mutants with defects in,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,Gibberellin-mediated RGA-LIKE1 degradation regulates embryo sac development in Arabidopsis..pdf,doi:10.1093/jxb/eraa395 Advance Access Publication 26 August 2020,10.1093/jxb/eraa395,2020,to 405 nm and,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,Glufosinate and ammonium sulfate inhibit atrazine degradation in adapted soils.pdf,Biol Fertil Soils (2008) 45:19–26,10.1002/ps.1601; 10.1007/s00374-008-0299-x,2008,ADP cyanuric acid Shaner,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,HCAR Is a Limitation Factor for Chlorophyll Cycle and Chlorophyll b Degradation in Chlorophyll- b-Overproducing Plants.pdf,HCAR Is a Limitation Factor for Chlorophyll Cycle,10.3390/biom10121639,2020,GV3101,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,"Herbicidal Ionic Liquids A Promising Future for Old Herbicides Review on Synthesis, Toxicity, Biodegradation, and Efficacy Studies..pdf",This is an open access article published under a Creative Commons Attribution (CC-BY),10.1007/978-3-662-45370-4_11; 10.1016/bs.mim.2014.08.001,2025,,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,Initial steps in the degradation of phosphinothricin (glufosinate) by soil bacteria..pdf,"APPLIED AND ENVIRONMENTAL MICROBIOLOGY, Mar. 1989, p. 711-716 Vol. 55. No. 3",,1989,DX-35 and Pseuidodegradation products; E. coli DH-1; Oxi- N-Acetyl- Trans-; on L-glutamic acid as; representing the group of; that was able to,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,Multiple effects of the herbicide glufosinate-ammonium and its main metabolite on neural stem cells from the subventricular zone of newborn mice..pdf,Accepted Manuscript,10.1001/jamaneurol.2013.6030; 10.1002/glia.20965,2018,,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,Persistence and leachability of glufosinate-ammonium in a northern Ontario terrestrial environment..pdf,"3672 J. Agric. Food Chem. 1997, 45, 3672−3676",,1997,,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,Phenotypes on demand via switchable target protein degradation in multicellular organisms..pdf,Received 12 Jan 2016 | Accepted 10 Jun 2016 | Published 22 Jul 2016 DOI: 10.1038/ncomms12202 OPEN,10.1038/ncomms12202,2016,DH5a; U1; based on GV3101 carrying; expressing with CRISPR,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
Glufosinate-Ammonium,PDF automated candidate; manual validation required,The IBR5 phosphatase promotes Arabidopsis auxin responses through a novel mechanism distinct from TIR1-mediated repressor degradation..pdf,BMC Plant Biology BioMed Central,10.1186/1471-2229-8-41,2008,,candidate_gene/enzyme_plus_pathway,,,Glufosinate-Ammonium,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707
