pesticide,pdf_file,probable_title,doi_candidates,year_candidates,candidate_microorganisms_or_strains,biodegradation_term_hits,molecular_term_hits,pathway_term_hits,automated_evidence_signal,review_decision,review_notes,curation_folder,pesticide_mentions,pesticide_degradation_contexts,microbial_contexts_near_pesticide,gene_enzyme_contexts_near_pesticide,abiotic_or_irrelevant_flags,title_has_pesticide,title_has_degradation_term,best_pesticide_context,review_score,review_priority,recommended_review_action,likely_database_use
Abamectin,"Degradation of sex pheromone and plant volatile components by an antennal glutathione S-transferase in the oriental fruit moth,Grapholita molesta Busck (Lepidoptera Tortricidae)..pdf",Degradation of sex pheromone and plant volatile,10.1002/arch.21512,2016; 2017; 2018; 2025,,32,109,11,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707,5,2,0,2,0,0,1,"s negative controls. The tested eight insecticides, including chlorpyrifos (CAS. 2921‐88‐2; AccuStandard, New Haven, CT), lambda‐cyhalothrin (CAS. 91465‐08‐6; Aladdin, Shanghai, China), bifenthrin (CAS. 82657‐04‐3; Dr. Ehrenstorfer, Augsburg, Germany), acetamiprid (CAS. 135410‐20‐7; Adamas, Basel, Switzerland), thiamethoxam (CAS. 153719‐23‐4, Ark Pharm, Libertyville, IL), metaflumizone (CAS. 139968‐49‐3; BASF, Ludwigshafen, Germany), chlorbenzuron (CAS. 57160‐47‐1; Aladdin, Shanghai, China) and abamectin (CAS. 71751‐41‐2; AccuStandard, New Haven, CT), are all widely used in local orchard pests’ control. All tested insecticides were provided by Research and Development Center of Biorational Pesticide (Northwest A&F University). In addition to chlorbenzuron dissolved in 2‐methylformamide, the insecticides were dissolved in acetone and the solution were used to calibrate the absorbance. 2.1",85,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Thiamethoxam,"A common neonicotinoid pesticide, thiamethoxam, alters honey bee activity, motor functions, and movement to light..pdf",www.nature.com/scientificreports,10.1007/978-1-4615-2676-6; 10.1007/s00244-007-9071-8; 10.1038/s41598-017-15308-6; 10.1093/jee/tov287,2015; 2016; 2017; 2018,,10,9,7,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,8,2,0,1,0,0,0,"ural pollinators, honey bees are routinely exposed to a wide variety of pesti cides that reduce colony health4–6. Neonicotinoid pesticides are of particular concern because they are neurotoxic insecticides that are used globally on multiple crops visited by honey bees to collect food resources7–9. Neonicotinoids comprise about one third of the insecticides on the global market9–11. Although their use has been temporarily restricted in the European Union12, they remain commonly used worldwide13. Thiamethoxam (TMX) is one of the most widely used neonicotinoids because TMX and its degradation products are highly toxic to insects9,14. Since TMX is systemic (spreading to all plant tissues) and environmentally persistent, it is found in multiple resources that bees collect and consume: nectar, pollen, guttation droplets, and water runoff15,16. TMX acts by binding with high affinity to insect n",81,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Thiamethoxam,"Photocatalytic degradation with immobilised TiO(2) of three selected neonicotinoid insecticides imidacloprid, thiamethoxam and clothianidin..pdf",Contents lists available at SciVerse ScienceDirect,10.1016/j.chemosphere.2012.04.039,2009; 2010; 2011; 2012,,119,6,72,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,60,36,0,3,4,0,0,"Chemosphere 89 (2012) 293–301 Contents lists available at SciVerse ScienceDirect Chemosphere journal homepage: www.elsevier.com/locate/chemosphere Photocatalytic degradation with immobilised TiO2 of three selected neonicotinoid insecticides: Imidacloprid, thiamethoxam and clothianidin Romina Žabar a, Tilen Komel b, Jure Fabjan b, Mojca Bavcon Kralj c, Polonca Trebše a,⇑ a Laboratory for Environmental Research, University of Nova Gorica, Vipavska 13, P.O. Box 301, 5000 Nova Gorica, Slovenia b Nova Gorica Gymnasium, Delpinova 9, 5000 Nova Gorica, Slovenia c Agricultural and Forestry Chamber of Slovenia, Agricultural and Forestry Institute of Nova Gorica, Pri Hrastu 18, 5000 Nova Gorica, Slovenia h i g h l i g h t s g r a p h i c a l a b s t r a c t "" Neonicot",79,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Spirodiclofen,Terminal Residues and Risk Assessment of Spiromesifen and Spirodiclofen in Tomato Fruits..pdf,Terminal Residues and Risk Assessment of Spiromesifen and,10.3390/plants12071493,2020; 2021; 2022; 2023,,8,4,24,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Spirodiclofen/PesticideDB_curation_Spirodiclofen_20260707,92,1,0,4,1,0,0,"chromatograms of of blank blank sample extract (A,C), C),spiromesifen spiromesifen fortified sample extract (5 µg/kg) (B), spirodiclofen fortified sample extract (5 µg/kg) fortified sample extract (5 µg/kg) (B), spirodiclofen fortified sample extract (5 µg/kg) (D). 2.4. 2.4.Dissipation DissipationofofSpiromesifen Spiromesifenand andSpirodiclofen SpirodiclofenininTomato TomatoFruits Fruits The Thedissipation dissipationprofiles of of profiles spiromesifen spiromesifenandandspirodiclofen residues spirodiclofen in tomato residues fruit were in tomato fruit observed up to 14 days after spraying the authorized dose of 120 g a.i/ha were observed up to 14 days after spraying the authorized dose of 120 g a.i/ha and 84 g and 84 g a.i/ha and theand a.i/ha double dose of the double 240ofg240 dose a.i/ha andand g a.i/ha 168168 g a.i/ha, respectively. g a.i/ha, respectively.TheTheresults resultsshowe",77,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Glufosinate-Ammonium,Effects of L-Glufosinate-ammonium and temperature on reproduction controlled by neuroendocrine system in lizard (Eremias argus)..pdf,Environmental Pollution 257 (2020) 113564,10.1016/j.envpol.2019.113564,2017; 2018; 2019; 2020,,12,26,36,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707,7,1,0,2,0,0,0,"ed soil group.) Fig. 5. The degradation of L-GLA in soil (a) and accumulation in testis, ovary and egg (b) during 90 days (n ¼ 4). Bars indicate standard deviation (SD). * represents a signiﬁcant difference compared to the T group at each sampling time. Different uppercase letters indicate a statistically signiﬁcant difference between different tissues in the HT group. Different lower case letters indicate a statistically signiﬁcant difference between different tissues in the T group. (L-GLA: L-Glufosinate-ammonium; T: L-GLA polluted soil group; H: high temperature without L-GLA soil group; HT: high temperature with L-GLA polluted soil group.) group, the highest L-GLA content was found in the testis. It is worth rose after exposure to L-GLA and increased further under high noting that in the T group, L-GLA content was increased signiﬁ- temperature condition, whereas decreased exposure to",76,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Triazophos,Pathways of Amino Acid Degradation in Nilaparvata lugens (StÃ¥l) with Special Reference to Lysine-Ketoglutarate ReductaseSaccharopine Dehydrogenase (LKRSDH)..pdf,Pathways of Amino Acid Degradation in,10.1006/jmbi.1997.0951; 10.1016/j.brainres.2010.02.018; 10.1016/j.gene.2013.09.034; 10.1016/j.jinsphys.2010.03.004,2011; 2013; 2014; 2015,,78,189,41,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,2,2,0,2,0,0,1,"he three major energy sources for animals. Amino acids as an energy source are especially impormanuscript. The specific roles of these authors are tant for carnivorous animals and for all animals during starvation. For example, in the brown articulated in the ‘author contributions’ section. planthopper Nilaparvata lugens, upregulated transcription level of a proline-degraded gene was Competing Interests: The authors have declared observed due to starvation induced by the antifeedant activity of triazophos, and proline as an althat no competing interests exist. ternative energy source was then catabolized [1]. Lys-ketoglutarate reductase/saccharopine de hydrogenase (LKR/SDH) is a bifunctional enzyme catalyzing the first two degradation steps of lysine (Lys) in plants and animals. In a tick Haemaphysalis longicornis, the Hllkr/sdh transcripts were more abundant in starved individuals than",73,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Thiamethoxam,"A common neonicotinoid pesticide, thiamethoxam, impairs honey bee flight ability..pdf",www.nature.com/scientificreports,10.1002/(SICI)1096-9063(199704)49:4; 10.1002/etc.3183; 10.1002/etc.v20:11; 10.1007/978-1-4615-2676-6,2014; 2015; 2016; 2017,,13,2,10,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,9,1,0,1,0,0,0,"tic interactions between multiple stressors3, 7, 8. Neonicotinoids and their degradation products are agonists of insect nicotinic acetylcholine receptors5 and have a wide variety of neural effects8, 9. These compounds can therefore harm bee foraging10–13, homing14–17, locomotion18, 19, navigation20, and colony health17. Although neonicotinoids are partially restricted in Europe21, they are still commonly used worldwide5, 22, and thus their sublethal impacts deserve further study. We focused on thiamethoxam (TMX), a second generation neonicotinoid that is widely used5 and persistent6, and is thus frequently found in multiple environmental substrates such as nectar, pollen, guttation, water, and bee hives6, 23–25. Henry et al.16, 17 demonstrated that TMX reduced forager return rates to the nest, raising the interesting possi bility that TMX impairs navigation, flight ability, or both. Sub",69,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Thiamethoxam,"Photocatalytic degradation of a widely used insecticide Thiamethoxam in aqueous suspension of TiO2 adsorption, kinetics, product analysis and toxicity assessment..pdf",Science of the Total Environment 458–460 (2013) 388–398,10.1016/j.scitotenv.2013.04.041; 10.1155/2012,2010; 2011; 2012; 2013,,116,13,68,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,88,34,1,3,5,0,0,"Science of the Total Environment 458–460 (2013) 388–398 Contents lists available at SciVerse ScienceDirect Science of the Total Environment journal homepage: www.elsevier.com/locate/scitotenv Photocatalytic degradation of a widely used insecticide Thiamethoxam in aqueous suspension of TiO2: Adsorption, kinetics, product analysis and toxicity assessment Niyaz A. Mir a, A. Khan a, M. Muneer a,⁎, S. Vijayalakhsmi b a Department of Chemistry, Aligarh Muslim University, Aligarh-202002, UP, India b SAIF, CRNTS, IIT Bombay, Powai, 400076, Mumbai, India H I G H L I G H T S G R A P H I C A L A B S T R A C T • TiO2 P25 is a more efﬁcient photocatalyst than UV100 & PC500 for degradation of Thiamethoxam. • Low H2O2 dosages enhance degradation whereas overdose re",69,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Triazophos,Identification and degradation characteristics of Bacillus cereus strain WD-2 isolated from prochloraz-manganese-contaminated soils..pdf,Identification and degradation characteristics,10.1002/ps.2780100605; 10.1007/s11356-011-0472-x; 10.1007/s13213-011-0251-4; 10.1016/S0261-2194(02)00097-2,2016; 2017; 2018; 2019,Bacillus pumilus W1. Ann; PUPCCC 64 and its; PUPCCC 64. Environ Sci; Through repeated separation and; WD-2; WD-2 Growth curves of,101,9,3,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,2,2,2,2,1,0,1,"WD-2 is shown in Fig 2. The results indicated that the sequence of the 16S rDNA gene of strain WD-2 showed a high sequence similarity (more than 99%) to the genus Bacillus. Based on the physiological and biochemical characteristics and the 16S rDNA of the strain, strain WD-2 could be preliminarily identified as Bacillus cereus. The degradation of pesticides by the genus Bacillus has been widely reported by previous studies. Tang et al. isolated a Bacillus sp. (TAP-1) strain capable of degrading triazophos, and Ali M et al. isolated a Bacillus pumilus strain (WI) capable of degrading organophosphate. In addition, Zhang et al. successfully isolated Bacillus cereus strain Y1, which could efficiently decompose deltamethrin[22–24]. These results indicated that the genus Bacillus plays an essential role in the biodegradation of pesticides. Growth curves of the strain WD-2 Growth curves of stra",69,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Trifloxystrobin,Persistence and dissipation kinetics of trifloxystrobin and tebuconazole in onion and soil..pdf,This article was downloaded by: [University of Western Ontario],10.1080/03601234.2014.896674,2012; 2013; 2014; 2015,,18,1,20,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707,4,2,1,1,0,0,0,"in, its metabolite CGA 321113 and tebuconazole at in the uncertainties of measurement among the three sub ﬁve concentrations (0.015–1.0 mg mL 1) with each deter- strates (spring onion, matured onion bulb and soil). It mination being carried out ﬁve times. From the GC chro- remained within a range of 7.2–13% showing the accuracy matograms, a graph was constructed with the average of the analytical method carried out. peak area against the concentration of the analytes. Uncertainty of measurement Trifloxystrobin and tebuconazole residues in onion To evaluate the accuracy of the analytical method used, Residues of triﬂoxystrobin, its metabolite CGA 321113 and the uncertainty of measurement was calculated by tebuconazole were analyzed in spring onion (immature 516 Mohapatra Table 1. Recovery of triﬂoxystrobin, its metabolite CGA 321113 and tebuconazole from spring onion, mature onion bulb an",69,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Abamectin,Contribution of insect gut microbiota and their associated enzymes in insect physiology and biodegradation of pesticides..pdf,PUBLISHED 14 September 2022,10.1001/archneurol; 10.1001/jamaneurol.2013.6030; 10.1002/agj2.20490; 10.1002/arch.21501,2019; 2020; 2021; 2022,CF-BD. In the presence; CL4 has that are; IM-2. J. Agric. Food; Klebsiella concentrations; Rhodococcus sp. BCH2 and; across several agricultural and,205,204,86,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707,6,1,2,4,2,0,0,"(2020). Target and non-target impact of systemic insecticides on a polyphagous aphid pest and its Sharma, A., Kumar, V., and Shahzad, B. (2019). Worldwide pesticide usage and parasitoid. Chemosphere 247:125728. doi: 10.1016/j.chemosphere.2019.125728 its impacts on ecosystem. SN Appl. Sci. 1:1446. doi: 10.1007/s42452-019-1485-1 Riga, M., Tsakireli, D., Ilias, A., Morou, E., Myridakis, A., Stephanou, E., et al. Siddiqui, J. A., Khan, M. M., Bamisile, B. S., Hafeez, M., Qasim, M., Rasheed, (2014). Abamectin is metabolized by CYP392A16, a cytochrome P450 associated M. T., et al. (2022). Role of insect gut microbiota in pesticide degradation: A with high levels of acaricide resistance in Tetranychus urticae. Insect Biochem. Mol. review. Front. Microbiol. 13:870462. doi: 10.3389/fmicb.2022.870462 Biol. 46, 43–53. doi: 10.1016/j.ibmb.2014.01.006 Skidmore, I. H., and Hansen, A. K. (2017). The ev",68,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Penthiopyrad,Nano selenium repairs the fruit growth and flavor quality of tomato under the stress of penthiopyrad..pdf,Plant Physiology and Biochemistry 184 (2022) 126–136,10.1016/j.plaphy.2022.05.026,2019; 2020; 2021; 2022,,21,28,12,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707,5,2,2,1,1,0,0,"d Chemistry, China Agricultural University, Yuanmingyuan West Road 2, Beijing, 100193, China A R T I C L E I N F O A B S T R A C T Keywords: This study explored the repair effect of Selenium nanoparticles (Se-NPs) on tomato under the stress of Pen­ Antioxidant system thiopyrad (Pen), and expected to select out the optimal concentration and the application time of Se-NPs, to Degradation maximize the repair effect without causing phytotoxicity. The results showed that Pen induced severe oxidative Penthiopyrad stress stress on tomato and inhibited the growth and flavor quality of fruit. Compared with the control, the application Plant hormones Repair effect of 1 mg/L Se-NPs at the immature green stage significantly improved the antioxidant capacity of tomato to Selenium nanoparticles reduce the MDA content. Besides, the plant hormones were synthesized normally, the contents of soluble sugar",67,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Thiamethoxam,Therapeutic potential of polysaccharide extracted from fenugreek seeds against thiamethoxam-induced hepatotoxicity and genotoxicity in Wistar adult rats..pdf,Toxicology Mechanisms and Methods,10.1080/15376516.2018.1564949,2016; 2017; 2018; 2019,,17,56,15,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,13,1,1,6,3,0,0,"th decline in total protein and albumin ip levels. Remarkably, a clear sign of genotoxicity was delivered by total disruption in cr hematological parameters and micronucleus test shown by severe chromatin degradation. These data were also associated with oxidative stress set up, histological and DNA injuries. us However, co-administration with FWEP succeeded significantly in a dose dependent manner in reducing and healing liver’s hematological and genotoxic induced by TMX injuries. an Keywords: Thiamethoxam, polysaccharide, genotoxicity, oxidative stress. M 1. Introduction ed Pesticides are one of the most hazardous agricultural chemicals affecting all mammalian pt systems (Sarwar 2015; Oliveira et al. 2012), leading to several diseases including cancer, ce leukemia, asthma, hormone disruption, hypersensitivity and hepatotoxicity (Van Maele-Fabry et al. 2010; Ben Amara et al. 2011). Amon",66,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Abamectin,Role of Insect Gut Microbiota in Pesticide Degradation A Review..pdf,published: 03 May 2022,10.1002/arch.21218; 10.1002/ece3; 10.1002/jmor.20038; 10.1002/ps.1052,2019; 2020; 2021; 2022,from Northwestern Colombia. J; of Arsenophonus symbiont decreases; of Laodelphax striatellus. Pest; of S. frugiperda harbor; of house fly; of the bacterial doi,84,101,34,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707,2,2,1,1,0,0,0,"de’s systems (Kikuchi et al., 2012; Engel and Moran, 2013; Xia et al., (eco) toxicological qualities and the pesticide’s ability to harm 2013; Chmiel et al., 2019). Frontiers in Microbiology | www.frontiersin.org 2 May 2022 | Volume 13 | Article 870462 Siddiqui et al. Pesticide Degradation by Insect-Associated Microbes TABLE 1 | Some of the common pesticides that have been used against various resistant insect pests. Pesticides Common name of the targeted insect pests Scientific name References Abamectin American serpentine leafminer Liriomyza trifolii Ferguson, 2004 Beet armyworm Spodoptera exigua Ishtiaq et al., 2012 Cotton leafworm Spodoptera litura Ahmad et al., 2008 Acetamiprid Melon and cotton aphid Aphis gossypii Bass et al., 2015 Tobacco whitefly Bemisia tabaci Basit et al., 2013 Asian citrus psyllid Diaphorina citri Naeem et al., 2016 Colorado potato beetle Leptinotarsa decemlin",65,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Abamectin,"Degradation of the acaricides abamectin, flufenoxuron and amitraz on Saudi Arabian dates.pdf",Food Chemistry 100 (2007) 1590–1593,10.1016/j.foodchem.2006.01.002,2004; 2005; 2006; 2007,,3,0,13,candidate_pathway/metabolite,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707,34,3,1,0,1,0,0,"Food Chemistry Food Chemistry 100 (2007) 1590–1593 www.elsevier.com/locate/foodchem Degradation of the acaricides abamectin, ﬂufenoxuron and amitraz on Saudi Arabian dates Alaa Kamel a,*, Saleh Al-Dosary b, Samy Ibrahim b, Mohammed Asif Ahmed c a Analytical Chemistry Laboratory, Oﬃce of Pesticides Program, US Environmental Protection Agency, 701 Mapes Road, Fort Meade, MD 20755-5350, USA b Department of Plant Protection, College of Food and Agricultural Science, King Saud University, P.O. Box 2460, 11451 Riyadh, Saudi Arabia c Department of Food Sciences, College of Food and Agricultural Science, King Saud Universit",62,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Thiamethoxam,"Thiamethoxam, Clothianidin, and Imidacloprid Seed Treatments Effectively Control Thrips on Corn Under Field Conditions..pdf",doi: 10.1093/jisesa/iey128,10.1093/jisesa/iey128,2015; 2016; 2017; 2018,,1,2,4,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,19,1,3,0,1,0,0,"be that neonicotinoid GPX (guaiacol peroxidase), phenolic contents, and antioxidant insecticides demonstrate different water solubilities, degradation activity. The activities of these components seem to mirror increased rates, and insecticide–soil interactions (Wu et al. 2012, Huseth and corn plant growth (height and weight) and strengthen the ability of Groves 2014, Schaafsma et al. 2015, He et al. 2016, Schaafsma plants to protect themselves against exogenous disturbances (Duan et al. 2016). Thiamethoxam exhibits good systematicity in plants et al. 2012, Tang et al. 2017). A strong corn seedling is essential for (via the roots) and breaks down into clothianidin, which may con- resisting thrips infestations, and a powerful self-compensation abiltribute to its continued or extended activity in plants and insects ity can enable corn to recover quickly after thrips infestation. The (Nauen",62,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Thiamethoxam,An Aptamer Sensor Based on Alendronic Acid-Modified Upconversion Nanoparticles Combined with Magnetic Separation for Rapid and Sensitive Detection of Thiamethoxam..pdf,An Aptamer Sensor Based on Alendronic Acid-Modified,10.3390/foods14020182; 10.3390/foods14020182/s1,2022; 2023; 2024; 2025,,4,4,9,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,73,2,0,3,2,0,0,"e Detection of Neonicotinoid pesticides are a class of insecticides that have been developed since Thiamethoxam. Foods 2025, 14, 182. https://doi.org/10.3390/ the 1980s [1]. Because of their unique mechanism of action and high efficiency and foods14020182 broad-spectrum insecticidal effect, neonicotinoid pesticides have emerged as the most rapidly expanding category of insecticides. [2–4]. As a second-generation neonicotinoid, Copyright: © 2025 by the authors. Licensee MDPI, Basel, Switzerland. thiamethoxam has a novel structure with good gastrotoxicity, contact toxicity, and endoThis article is an open access article toxic activity, making it one of the most profitable and widely used neonicotinoids [5]. distributed under the terms and However, the safety of thiamethoxam and its metabolites are increasingly being called conditions of the Creative Commons into question due to their ongoi",59,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Abamectin,"Efficient degradation of ivermectin by newly isolated Aeromonas taiwanensis ZJB-18,044..pdf",Biodegradation (2020) 31:275–288,10.1007/s10532-009-9314; 10.1007/s10532-020-09909-8; 10.1007/s13592-013-0226-5; 10.1007/s42398-020-00099-w,2017; 2018; 2019; 2020,A2-50; A2-50 was investigated in; ADP adsorption to layered; AVM1; Aeromonas salmonicida strain CBA100; DP-2. J Hazard Mater,161,15,32,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707,3,3,3,0,2,0,1,"t al. 2014; Kumar et al. 2019; Pande et al. 2020). producing workshop in Hebei Meihe Pharmaceutical However, reports on biological degradation of IVM Co., Ltd. (China). Pig feces samples were provided by are rare (Hao 2009). In our previous research, a the Institute of Animal Husbandry and Veterinary bacterium Stenotrophomonas maltophilia ZJB-14,120 Science, Zhejiang Academy of Agricultural Sciences. was found to be capable of efficiently degrading Soil samples were treated as previous research abamectin, emamectin, erythromycin and spiramycin (Nagano and Nikaido 2009; Wang et al. 2015). Pig except IVM (Wang et al. 2015). Therefore, it is of feces samples were fresh pig manure after feeding interests to carry out researches on microbial degra- different doses of IVM. dation of IVM. Here we report the biological degradation of IVM by a macrolide-tolerant bacterium Isolation and identifica",58,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Thiamethoxam,Degradation of Three Herbicides and Effect on Bacterial Communities under Combined Pollution..pdf,Degradation of Three Herbicides and Effect on Bacterial,10.3390/toxics12080562; 10.3390/toxics12080562/s1,2021; 2022; 2023; 2024,DN36. Appl. Microbiol. Biotechnol; Nocardioides of sp. Nocardioides; Nocardioides sp. DN36 from; could e; could efficiently degrade prometryn; of Pseudomonas oleovorans that,123,10,56,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,2,2,2,0,1,0,1,"of prometryn. The half-life of prometryn was increased to 1.6 times that of individual exposure. Compared to prometryn and acetochlor, the degradation rate of atrazine in soil was stable in individual and combined exposure experiments, and the half-lives were 6.21–6.85 d. Swarcewicz et al. investigated the combined effects of multiple pesticides on the degradation of pendimethalin in soils, and the results showed that the degradation of pendimethalin was significantly inhibited by mancozeb and thiamethoxam [30]. The Toxics 2024, 12, 562 6 of 12 above results indicated that the combined pollution of multiple pesticides might result in greater herbicide persistence, leading to an increased risk of environmental contamination. Toxics 2024, 11, x FOR PEER REVIEWIn fact, there are many factors that affect the interactions of pesticides in soil, particularly 6 of 13 the microbial population.",55,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Vinclozolin,Bacterial degradation of monocyclic aromatic amines..pdf,published: 18 August 2015,10.1002/(SICI)1098; 10.1002/jobm.201300079; 10.1002/jobm.3620340203; 10.1002/mbo3.33,2012; 2013; 2014; 2015,ADP1. J. Bacteriol. 183; AK-5 di; AK-5. Biodegradation 22; AP-3. Biosci. Biotechnol. Biochem; B13; CA10. J. Bacteriol. 183,219,124,115,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Vinclozolin/PesticideDB_curation_Vinclozolin_20260707,2,2,2,1,1,0,0,"article was submitted to the formation of methemoglobinemia in animals and humans (Ohta et al., 1983). Occupational Microbiotechnology, Ecotoxicology exposure to aromatic amines causes an increased risk of bladder cancer in workers even 30 years and Bioremediation, after exposure (Pira et al., 2010). Several pesticides including diuron, metobromuron, linuron, a section of the journal Frontiers in Microbiology isoproturon, chlorotoluron, acetochlor, bentazon, butachlor, metolachlor, amitraz, and vinclozolin may release several monocyclic aromatic amines in soil because of their microbial transformation Received: 19 May 2015 (Dupret et al., 2011). Cigarette smoke releases several carcinogenic aromatic amines including Accepted: 27 July 2015 Published: 18 August 2015 p-toluidine, 2-naphthylamine, and 4-aminobiphenyl into the ambient air (Stabbert et al., 2003). Bladder cancer is strongly as",55,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
