pesticide_folder,file_name,readability_status
Glyphosate,In_maize__co_expression_of_GAT_and_GR79_EPSPS_provides_high_glyphosate_resistanc.pdf,html_placeholder
Glyphosate,Initial_steps_in_the_degradation_of_phosphinothricin__glufosinate__by_soil_bacte.pdf,html_placeholder
Glyphosate,Insights_into_glyphosate_removal_efficiency_using_a_new_2D_nanomaterial_.pdf,html_placeholder
Glyphosate,Is_the_Use_of_Glyphosate_in_Modern_Agriculture_Resulting_in_Increased_Neuropsych.pdf,html_placeholder
Glyphosate,Isolation__Biochemical_and_Genomic_Characterization_of_Glyphosate_Tolerant_Bacte.pdf,html_placeholder
Glyphosate,Isolation_of_a_Pseudomonas_sp__Which_Utilizes_the_Phosphonate_Herbicide_Glyphosa.pdf,html_placeholder
Glyphosate,Kinetics_of_glyphosate_and_aminomethylphosphonic_acid_sorption_onto_montmorillon.pdf,html_placeholder
Glyphosate,Leaching_and_degradation_of__sup_13__sup_C_sub_2__sub___sup_15__sup_N_glyphosate.pdf,html_placeholder
Glyphosate,Looking_beyond_Cancer__Glyphosate_and_Liver__Metabolic_Diseases_in_Youth_.pdf,html_placeholder
Glyphosate,Low_dose_glyphosate_exposure_alters_gut_microbiota_composition_and_modulates_gut.pdf,html_placeholder
Glyphosate,Making_Pb_Adsorption_Saturated_Attapulgite_with_Excellent_Photocatalysis_Propert.pdf,html_placeholder
Glyphosate,Maternal_glyphosate_exposure_causes_autism_like_behaviors_in_offspring_through_i.pdf,html_placeholder
Glyphosate,Mechanism_of_methylphosphonic_acid_photo_degradation_based_on_phosphate_oxygen_i.pdf,html_placeholder
Glyphosate,Metabolomic_and_Transcript_Analysis_Revealed_a_Sex_Specific_Effect_of_Glyphosate.pdf,html_placeholder
Glyphosate,Microbial_degradation_of_contaminants_of_emerging_concern__metabolic__genetic_an.pdf,html_placeholder
Glyphosate,Molecular_basis_of_glyphosate_resistance_different_approaches_through_protein_en.pdf,html_placeholder
Glyphosate,Multiple_evolutionary_origins_of_glyphosate_resistance_in__i_Lolium_multiflorum_.pdf,html_placeholder
Glyphosate,New_Standardized_Procedure_to_Extract_Glyphosate_and_Aminomethylphosphonic_Acid_.pdf,html_placeholder
Glyphosate,No_hints_at_glyphosate_induced_ruminal_dysbiosis_in_cows_.pdf,html_placeholder
Glyphosate,Novel_Candidate_Genes_Differentially_Expressed_in_Glyphosate_Treated_Horseweed__.pdf,html_placeholder
Glyphosate,Oilseed_Rape__Wheat__and_Barley_Grain_Contamination_as_Affected_by_Different_Gly.pdf,html_placeholder
Glyphosate,Optimisation_of_culture_composition_for_glyphosate_degradation_by__i_Burkholderi.pdf,html_placeholder
Glyphosate,Ovarian_mitochondrial_and_oxidative_stress_proteins_are_altered_by_glyphosate_ex.pdf,html_placeholder
Glyphosate,Overview_of_human_health_effects_related_to_glyphosate_exposure_.pdf,html_placeholder
Glyphosate,Parameter_optimization_and_degradation_mechanism_for_electrocatalytic_degradatio.pdf,html_placeholder
Glyphosate,Peer_review_of_the_pesticide_risk_assessment_of_the_active_substance_glyphosate_.pdf,html_placeholder
Glyphosate,Pendimethalin_Nitroreductase_Is_Responsible_for_the_Initial_Pendimethalin_Degrad.pdf,html_placeholder
Glyphosate,Pesticide_Residues__Glyphosate_Adsorption_and_Degradation_Characteristics_in_Eth.pdf,html_placeholder
Glyphosate,Pesticide_Use_and_Degradation_Strategies__Food_Safety__Challenges_and_Perspectiv.pdf,html_placeholder
Glyphosate,Phosphonate_Utilization_by_the_Glyphosate_Degrading_Pseudomonas_sp__Strain_PG298.pdf,html_placeholder
Glyphosate,Photocatalytic_degradation_activity_of_goji_berry_extract_synthesized_silver_loa.pdf,html_placeholder
Glyphosate,Photocatalytic_degradation_of_aquatic_organic_pollutants_with_Zn__and_Zr_based_m.pdf,html_placeholder
Glyphosate,Photosynthesis_Responses_of_Tibetan_Freshwater_Algae__i_Chlorella_vulgaris__i__t.pdf,html_placeholder
Glyphosate,Plant_circadian_rhythms_regulate_the_effectiveness_of_a_glyphosate_based_herbici.pdf,html_placeholder
Glyphosate,Poisoning_Regulation__Research__Health__and_the_Environment__The_Glyphosate_Base.pdf,html_placeholder
Glyphosate,Potential_Protective_Effect_of_Hesperidin__Vitamin_P__against_Glyphosate_Induced.pdf,html_placeholder
Glyphosate,Power_Production_and_Degradation_of_Pesticide_Wastewater_Through_Microbial_Fuel_.pdf,html_placeholder
Glyphosate,Proteomic_Profile_of_Glyphosate_Resistant_Soybean_under_Combined_Herbicide_and_D.pdf,html_placeholder
Glyphosate,Rational_Design_of_Molecularly_Imprinted_Polymers_Using_Quaternary_Ammonium_Cati.pdf,html_placeholder
Glyphosate,Relationship_of_urinary_glyphosate_concentrations_with_glycosylated_hemoglobin_a.pdf,html_placeholder
Glyphosate,Removal_of_2_4_D__glyphosate__trifluralin__and_butachlor_herbicides_from_water_b.pdf,html_placeholder
Glyphosate,Response_of_glyphosate_resistant_and_susceptible_biotypes_of_Echinochloa_colona_.pdf,html_placeholder
Glyphosate,Rethinking_the_Intrinsic_Sensitivity_of_Fungi_to_Glyphosate_.pdf,html_placeholder
Glyphosate,Review__Mechanisms_of_Glyphosate_and_Glyphosate_Based_Herbicides_Action_in_Femal.pdf,html_placeholder
Glyphosate,Review_of_the_existing_maximum_residue_levels_for_glyphosate_according_to_Articl.pdf,html_placeholder
Glyphosate,Rice_husk_based_pyrogenic_carbonaceous_material_efficiently_promoted_peroxymonos.pdf,html_placeholder
Glyphosate,Root_zone_glyphosate_exposure_adversely_affects_two_ditch_species_.pdf,html_placeholder
Glyphosate,Screening_for__i_Lactobacillus_plantarum__i__Strains_That_Possess_Organophosphor.pdf,html_placeholder
Glyphosate,Seasonal_variations_in_the_levels_of_glyphosate_in_soil__water_and_crops_from_th.pdf,html_placeholder
Glyphosate,Setting_of_an_import_tolerance_for_glyphosate_in_soyabeans_.pdf,html_placeholder
Glyphosate,Simultaneous_determination_of_glyphosate__glufosinate_and_their_metabolites_in_s.pdf,html_placeholder
Glyphosate,Soil_degradation_and_herbicide_pollution_by_repeated_cassava_monoculture_within_.pdf,html_placeholder
Glyphosate,Spectroscopic_Detection_of_Glyphosate_in_Water_Assisted_by_Laser_Ablated_Silver_.pdf,html_placeholder
Glyphosate,Substrate_regulation_on_co_metabolic_degradation_of_β_cypermethrin_by_Bacillus_l.pdf,html_placeholder
Glyphosate,Sugarcane_cultivar_response_to_glyphosate_and_trinexapac_ethyl_ripeners_in_Louis.pdf,html_placeholder
Glyphosate,Surface_Functionalization_by_Hydrophobin_EPSPS_Fusion_Protein_Allows_for_the_Fas.pdf,html_placeholder
Glyphosate,Surface_Plasmon_Resonance_Imaging_Sensor_for_Detection_of_Photolytically_and_Pho.pdf,html_placeholder
Glyphosate,Survival_on_railway_tracks_of_Geranium_robertianum_a_glyphosate_tolerant_plant_.pdf,html_placeholder
Glyphosate,Synergistic_effect_of_Lysinibacillus_sphaericus_and_glyphosate_on_temephos_resis.pdf,html_placeholder
Glyphosate,Synthesis_of_clay_biochar_composite_for_glyphosate_removal_from_aqueous_solution.pdf,html_placeholder
Glyphosate,Systemic_Analysis_of_Glyphosate_Impact_on_Environment_and_Human_Health_.pdf,html_placeholder
Glyphosate,Temperature_and_Aging_Affect_Glyphosate_Toxicity_and_Fatty_Acid_Composition_in__.pdf,html_placeholder
Glyphosate,The_Fate_of_Glyphosate_and_AMPA_in_a_Freshwater_Endorheic_Basin__An_Ecotoxicolog.pdf,html_placeholder
Glyphosate,The_First_Case_of_Glyphosate_Resistance_in_Johnsongrass___i_Sorghum_halepense__i.pdf,html_placeholder
Glyphosate,The_Naturally_Evolved__i_EPSPS__i__From_Goosegrass_Confers_High_Glyphosate_Resis.pdf,html_placeholder
Glyphosate,The_effect_of_combinations_of_a_glyphosate_based_herbicide_with_various_clinical.pdf,html_placeholder
Glyphosate,The_effect_of_pH_and_ionic_strength_on_the_adsorption_of_glyphosate_onto_ferrihy.pdf,html_placeholder
Glyphosate,The_effects_of_low_toxic_herbicide_Roundup_and_glyphosate_on_mitochondria_.pdf,html_placeholder
Glyphosate,Toxicity_of_the_Pesticides_Imidacloprid__Difenoconazole_and_Glyphosate_Alone_and.pdf,html_placeholder
Glyphosate,Unlocking_the_potential_of_glyphosate_resistant_bacterial_strains_in_biodegradat.pdf,html_placeholder
Glyphosate,Uptake_of_Glyphosate_by_an_Arthrobacter_sp_.pdf,html_placeholder
Glyphosate,Urinary_glyphosate_and_AMPA_levels_in_a_cross_sectional_study_of_postmenopausal_.pdf,html_placeholder
Glyphosate,Urinary_glyphosate_concentration_in_pregnant_women_in_relation_to_length_of_gest.pdf,html_placeholder
Glyphosate,Utilization_of_glyphosate_as_phosphate_source__biochemistry_and_genetics_of_bact.pdf,html_placeholder
Glyphosate,Validation_of_Reference_Genes_for_Quantitative_PCR_in_Johnsongrass___i_Sorghum_h.pdf,html_placeholder
Glyphosate,Water_Stable_Nanoscale_Zirconium_Based_Metal_Organic_Frameworks_for_the_Effectiv.pdf,html_placeholder
Glyphosate,Yeast_of_Eden__microbial_resistance_to_glyphosate_from_a_yeast_perspective_.pdf,html_placeholder
Glyphosate,_i_Bacilli___i_Mediated_Degradation_of_Xenobiotic_Compounds_and_Heavy_Metals_.pdf,html_placeholder
Glyphosate,_i_Bacillus_aryabhattai__i__FACU__A_promising_bacterial_strain_capable_of_manipu.pdf,html_placeholder
Glyphosate,_i_Stenotrophomonas_pavanii__i__MY01_induces_phosphate_precipitation_of_Cu_II__a.pdf,html_placeholder
Haloxyfop,Chiral_method_validation_and_stereoselective_degradation_of_profoxydim_isomers_i.pdf,html_placeholder
Haloxyfop,Dynamics_of_the_Degradation_of_Acetyl_CoA_Carboxylase_Herbicides_in_Vegetables_.pdf,html_placeholder
Haloxyfop,Impact_of_biochar_on_the_degradation_rates_of_three_pesticides_by_vegetables_and.pdf,html_placeholder
Haloxyfop,Molecular_basis_for_enantioselective_herbicide_degradation_imparted_by_aryloxyal.pdf,html_placeholder
Haloxyfop,Purification_and_properties_of_a_novel_quizalofop_p_ethyl_hydrolyzing_esterase_i.pdf,html_placeholder
Haloxyfop,Stereoselective_degradation_behaviour_of_carfentrazone_ethyl_and_its_metabolite_.pdf,html_placeholder
Haloxyfop,The_Genome_Analysis_of__i_Methylobacterium_populi__i__YC_XJ1_with_Diverse_Xenobi.pdf,html_placeholder
Haloxyfop,Toxicity_of_the_herbicides_diuron__propazine__tebuthiuron__and_haloxyfop_to_the_.pdf,html_placeholder
Heptachlor,Anaerobic_biodegradation_of_chlorophenols_in_fresh_and_acclimated_sludge_.pdf,html_placeholder
Heptachlor,Bacterial_degradation_of_aromatic_compounds_.pdf,html_placeholder
Heptachlor,Biochar_in_co_contaminated_soil_manipulates_arsenic_solubility_and_microbiologic.pdf,html_placeholder
Heptachlor,Biodegradability_and_biodegradation_pathways_of_chlorinated_cyclodiene_insectici.pdf,html_placeholder
Heptachlor,Biodegradation_of_pesticide_in_agricultural_soil_employing_entomopathogenic_fung.pdf,html_placeholder
Heptachlor,Comparative_biodegradation_of_alkyl_halide_insecticides_by_the_white_rot_fungus_.pdf,html_placeholder
Heptachlor,Contribution_of_insect_gut_microbiota_and_their_associated_enzymes_in_insect_phy.pdf,html_placeholder
Heptachlor,Conversion_mechanism_of_heptachlor_by_a_novel_bacterial_strain_.pdf,html_placeholder
Heptachlor,Determination_of_Median_Lethal_Concentration__LC_sub_50__sub___for_Endosulfan__H.pdf,html_placeholder
Heptachlor,Development_of_a_UPLC_MS_MS_method_for_pesticide_analysis_in_paddy_water_and_eva.pdf,html_placeholder
Heptachlor,Fenton_Mediated_Biodegradation_of_Chlorendic_Acid___A_Highly_Chlorinated_Organic.pdf,html_placeholder
Heptachlor,Maternal_pregnancy_serum_level_of_heptachlor_epoxide__hexachlorobenzene__and_bet.pdf,html_placeholder
Heptachlor,Microbial_Degradation_of_Pesticide_Residues_and_an_Emphasis_on_the_Degradation_o.pdf,html_placeholder
Heptachlor,Microbial_Degradation_of_a_Recalcitrant_Pesticide__Chlordecone_.pdf,html_placeholder
Heptachlor,Photochemical_and_microbial_degradation_of_2_4_5_trichloroaniline_in_a_freshwate.pdf,html_placeholder
Heptachlor,Plant_associated_bacterial_degradation_of_toxic_organic_compounds_in_soil_.pdf,html_placeholder
Heptachlor,Root_uptake_and_translocation_of__sup_14__sup_C_heptachlor_and_its_degradation_p.pdf,html_placeholder
Heptachlor,Study_of_the_Photocatalytic_Degradation_of_Highly_Abundant_Pesticides_in_Agricul.pdf,html_placeholder
Heptachlor,Study_on_the_biodegradation_of_persistent_organic_pollutants__POPs__.pdf,html_placeholder
Heptachlor,Theoretical_Study_on_the_Metabolic_Mechanism_of_Heptachlor_in_Human_Cytochrome_P.pdf,html_placeholder
Hexythiazox,Direct Enantiomeric Separation and Determination of Hexythiazox Enantiomers in Environment and Vegetable by Reverse-Phase High-Performance Liquid Chromatography..pdf,pdf_header
Hexythiazox,Lethal and sublethal effects of pesticides on Chrysoperla carnea larvae (Neuroptera Chrysopidae) and the influence of rainfastness in their degradation pattern over time..pdf,pdf_header
Hexythiazox,"Photodegradation of hexythiazox in different solvent systems under the influence of ultraviolet light and sunlight in the presence of TiO2, H2O2, and KNO3 and identification of the photometabolites..pdf",pdf_header
Hexythiazox,"Residue dissipation, evaluation of processing factor and safety assessment of hexythiazox and bifenazate residues during drying of grape to raisin..pdf",pdf_header
Hexythiazox,Review of the existing maximum residue levels for hexythiazox according to Article 12 of Regulation (EC) NoÂ 3962005..pdf,pdf_header
Hexythiazox,Setting of import tolerances for hexythiazox in blackberries and raspberries..pdf,pdf_header
Hexythiazox,Stereoselective bioaccumulation and degradation of chiral pesticide hexythiazox in earthworm-soil microcosm..pdf,pdf_header
Hexythiazox,Systemic evaluation of novel acaricide hexythiazox for bioactivity improvement and risk reduction at the enantiomer level..pdf,pdf_header
Hydrogen Phosphide,Aggregation and Degradation of White Phosphorus Mediated by N-Heterocyclic Carbene Nickel(0) Complexes..pdf,pdf_header
Hydrogen Phosphide,Challenges and Perspectives on Photocatalytic Membrane Reactors for Volatile Organic Compounds Degradation and Nitrogen Oxides Treatment..pdf,pdf_header
Hydrogen Phosphide,Direct Z-scheme P–TiO2g-C3N4 heterojunction for the photocatalytic degradation of sulfa antibiotics†.pdf,pdf_header
Hydrogen Phosphide,Efficient pH-universal degradation of antibiotic tetracycline via Cosub2subP decorated Neosinocalamus affinis biochar..pdf,pdf_header
Hydrogen Phosphide,How to Build a Microplastics-Free Environment Strategies for Microplastics Degradation and Plastics Recycling..pdf,pdf_header
Hydrogen Phosphide,Metal oxide-based photocatalysts for the efficient degradation of organic pollutants for a sustainable environment a review..pdf,pdf_header
Hydrogen Phosphide,Peptide-directed Pd-decorated Au and PdAu nanocatalysts for degradation of nitrite in water..pdf,pdf_header
Hydrogen Phosphide,The Hydrolytic Stability and Degradation Mechanism of a Hierarchically Porous Metal Alkylphosphonate Framework..pdf,pdf_header
Hydrogen Phosphide,"The Role of the Reactive Species Involved in the Photocatalytic Degradation of HDPE Microplastics Using C,N-TiOsub2sub Powders..pdf",pdf_header
Imazamox,Adsorption and degradation of imazapic in soils under different environmental conditions..pdf,pdf_header
Imazamox,"Analysis of the Photodegradation of the Imidazolinone Herbicides Imazamox, Imazapic, Imazaquin, and Imazamethabenz-methyl in Aqueous Solution..pdf",pdf_header
Imazamox,Application of an Enzymatic Hydrolysed L-α-Amino Acid Based Biostimulant to Improve Sunflower Tolerance to Imazamox.pdf,pdf_header
Imazamox,Behavior of imidazolinone herbicide enantiomers in earthworm-soil microcosms Degradation and bioaccumulation..pdf,pdf_header
Imazamox,Behavior of the Chiral Herbicide Imazamox in Soils Enantiomer Composition Differentiates between Biodegradation and Photodegradation..pdf,pdf_header
Imazamox,"Behavior of the Chiral Herbicide Imazamox in Soils pH-Dependent, Enantioselective Degradation, Formation and Degradation of Several Chiral Metabolites..pdf",pdf_header
Imazamox,Characterization of Acetamiprid Biodegradation by the Microbial Consortium ACE-3 Enriched From Contaminated Soil..pdf,pdf_header
Imazamox,Characterization of imazamox degradation by-products by using liquid chromatography mass spectrometry and high-resolution Fourier transform ion cyclotron resonance mass spectrometry..pdf,pdf_header
Imazamox,Development of a new test design to investigate the degradation of pesticides in soil under sunlight conditions.pdf,pdf_header
Imazamox,Effect of Imazamox Soil Persistence on Dryland Rotational Crops1.pdf,pdf_header
Imazamox,"Isolation, characterization of a strain capable of degrading imazethapyr and its use in degradation of the herbicide in soil..pdf",pdf_header
Imazamox,Multiple mechanisms are involved in new imazamox-resistant varieties of durum and soft wheat..pdf,pdf_header
Imazamox,Photochemical degradation of imazamox in aqueous solution influence of metal ions and anionic species on the ultraviolet photolysis..pdf,pdf_header
Imazamox,Photosynthetic Performance of the Imidazolinone Resistant Sunflower Exposed to Single and Combined Treatment by the Herbicide Imazamox and an Amino Acid Extract..pdf,pdf_header
Imazamox,Relationship between changes of soil microbial biomass content and imazamox and benfluralin degradation.pdf,pdf_header
Imazamox,Survey of ACCase and ALS resistance in winter annual grasses identifies target-site and nontarget-site imazamox resistance in Secale cereale..pdf,pdf_header
Imazamox,Target site as the main mechanism of resistance to imazamox in a Euphorbia heterophylla biotype..pdf,pdf_header
Imazamox,"The effect of microplastics on behaviors of chiral imidazolinone herbicides in the aquatic environment Residue, degradation and distribution..pdf",pdf_header
Imazapic,Adsorption and degradation of imazapic in soils under different environmental conditions..pdf,pdf_header
Imazapic,"Analysis of the Photodegradation of the Imidazolinone Herbicides Imazamox, Imazapic, Imazaquin, and Imazamethabenz-methyl in Aqueous Solution..pdf",pdf_header
Imazapic,Behavior of imidazolinone herbicide enantiomers in earthworm-soil microcosms Degradation and bioaccumulation..pdf,pdf_header
Imazapic,Catalytic ozonation for imazapic degradation over kelp-derived biochar Promotional role of N- and S-based active sites..pdf,pdf_header
Imazapic,Degradation of imazapic and imazapyr herbicides in the presence of optimized oil palm empty fruit bunch and rice husk biochars in soil..pdf,pdf_header
Imazapic,Ethylene Biosynthesis Inhibition Combined with Cyanide Degradation Confer Resistance to Quinclorac in Echinochloa crus-galli var. mitis.pdf,pdf_header
Imazapic,"Isolation, characterization of a strain capable of degrading imazethapyr and its use in degradation of the herbicide in soil..pdf",pdf_header
Imazapic,Sulfur precursor and citric acid effect on SnS2 nanoparticles and their influence on the photodegradation activity of selected organic compounds.pdf,pdf_header
Imazapic,"The effect of microplastics on behaviors of chiral imidazolinone herbicides in the aquatic environment Residue, degradation and distribution..pdf",pdf_header
Imazapyr,A_review_on_plasmonic_based_heterojunction_photocatalysts_for_degradation_of_org.pdf,html_placeholder
Imazapyr,Adsorption_and_degradation_of_imazapic_in_soils_under_different_environmental_co.pdf,html_placeholder
Imazapyr,Deciphering_the_genetic_determinants_for_aerobic_nicotinic_acid_degradation__the.pdf,html_placeholder
Imazapyr,Enhanced_Photocatalytic_Degradation_of_the_Imidazolinone_Herbicide_Imazapyr_upon.pdf,html_placeholder
Imazapyr,Nanoparticles_Based_on_Chitosan_as_Carriers_for_the_Combined_Herbicides_Imazapic.pdf,html_placeholder
Imazapyr,Physiological_and_transcriptomic_analysis_of_Spartina_alterniflora_in_response_t.pdf,html_placeholder
Imazapyr,Residues_and_Dissipation_of_the_Herbicide_Imazapyr_after_Operational_Use_in_Irri.pdf,html_placeholder
Imazethapyr,Adsorption_and_degradation_of_imazapic_in_soils_under_different_environmental_co.pdf,html_placeholder
Imazethapyr,Enantioselective_phytotoxicity_of_the_herbicide_imazethapyr_on_the_response_of_t.pdf,html_placeholder
Imazethapyr,Ethylene_Biosynthesis_Inhibition_Combined_with_Cyanide_Degradation_Confer_Resist.pdf,html_placeholder
Imazethapyr,Herbicidal_Ionic_Liquids__A_Promising_Future_for_Old_Herbicides__Review_on_Synth.pdf,html_placeholder
Imazethapyr,Phenotypic_Characteristics_and_Occurrence_Basis_of_Leaf_Necrotic_Spots_in_Respon.pdf,html_placeholder
Imazethapyr,Responses_of_soil_microbial_biomass_and_enzyme_activity_to_herbicides_imazethapy.pdf,html_placeholder
Imidacloprid,A_review_on_WO_sub_3__sub__photocatalysis_used_for_wastewater_treatment_and_pest.pdf,html_placeholder
Imidacloprid,Ability_of__i_Lactobacillus_brevis__i__47f_to_Alleviate_the_Toxic_Effects_of_Imi.pdf,html_placeholder
Imidacloprid,Absorption_and_Distribution_of_Imidacloprid_and_Its_Metabolites_in_Goldfish___i_.pdf,html_placeholder
Imidacloprid,Aerobic_Degradation_of_Clothianidin_to_2_Chloro_methyl_Thiazole_and_Methyl_3__Th.pdf,html_placeholder
Imidacloprid,Aminated_reduced_graphene_oxide_CuFe_sub_2__sub_O_sub_4__sub__nanohybride_adsorb.pdf,html_placeholder
Imidacloprid,An_overview_report_on_the_application_of_heteropoly_acids_on_supporting_material.pdf,html_placeholder
Imidacloprid,Bifenthrin_s_Environmental_Fate__An_Insight_Into_Its_Soil_Sorption_and_Degradati.pdf,html_placeholder
Imidacloprid,Biodegradation_of_nitenpyram__neonicotinoid_insecticide__by_endophytic_bacterium.pdf,html_placeholder
Imidacloprid,Bioremediation_of_Neonicotinoid_Pesticide__Imidacloprid__Mediated_by__i_Bacillus.pdf,html_placeholder
Imidacloprid,Buprofezin_Is_Metabolized_by_CYP353D1v2__a_Cytochrome_P450_Associated_with_Imida.pdf,html_placeholder
Imidacloprid,Characterization_of_Complexes_between_Imidacloprid_and_β_Cyclodextrin__Evaluatio.pdf,html_placeholder
Imidacloprid,Chronic_exposure_to_imidacloprid_or_thiamethoxam_neonicotinoid_causes_oxidative_.pdf,html_placeholder
Imidacloprid,Co_exposure_of_dimethomorph_and_imidacloprid__effects_on_soil_bacterial_communit.pdf,html_placeholder
Imidacloprid,Comparative_role_of_neem_seed_extract__moringa_leaf_extract_and_imidacloprid_in_.pdf,html_placeholder
Imidacloprid,Comparative_toxicity_of_imidacloprid_and_thiacloprid_to_different_species_of_soi.pdf,html_placeholder
Imidacloprid,Comprehensive_two_dimensional_ion_chromatography__2D_IC__coupled_to_a_post_colum.pdf,html_placeholder
Imidacloprid,Degradation_of_Acephate_and_Its_Intermediate_Methamidophos__Mechanisms_and_Bioch.pdf,html_placeholder
Imidacloprid,Degradation_of_the_neonicotinoid_pesticide_imidacloprid_by_electrocoagulation_an.pdf,html_placeholder
Imidacloprid,Degradation_strategies_of_pesticide_residue__From_chemicals_to_synthetic_biology.pdf,html_placeholder
Imidacloprid,Determination_of_biochemical_and_histopathological_changes_on_testicular_and_epi.pdf,html_placeholder
Imidacloprid,Determination_of_imidacloprid_in_brinjal_and_okra_fruits__decontamination_and_it.pdf,html_placeholder
Imidacloprid,Development_of_Green_and_Facile_Sample_Preparation_Method_for_Determination_of_S.pdf,html_placeholder
Imidacloprid,Dietary_grape_seed_extract_mitigated_growth_retardation__hormonal_delay__and_gas.pdf,html_placeholder
Imidacloprid,Dissipation_and_Residues_of_Imidacloprid_and_Its_Efficacy_against_Whitefly___i_B.pdf,html_placeholder
Imidacloprid,Dissolved_Black_Carbon_Facilitates_the_Photodegradation_of_Microplastics_via_Mol.pdf,html_placeholder
Imidacloprid,Eco_friendly_and_sustainable_approaches_against_aphids_management___i_Myzus_pers.pdf,html_placeholder
Imidacloprid,Effect_of_Insecticides_Imidacloprid_and_Alpha_Cypermethrin_on_the_Development_of.pdf,html_placeholder
Imidacloprid,Effect_of_storage__washing__and_cooking_on_the_stability_of_five_pesticides_in_e.pdf,html_placeholder
Imidacloprid,Effects_of_Difenoconazole_and_Imidacloprid_Seed_Coatings_on_Soil_Microbial_Commu.pdf,html_placeholder
Imidacloprid,Effects_of_mixed_application_of_avermectin__imidacloprid_and_carbendazim_on_soil.pdf,html_placeholder
Imidacloprid,Effects_of_the_termination_of_LC_sub_30__sub__imidacloprid_stress_on_the_multige.pdf,html_placeholder
Imidacloprid,Evaluating_the_Safety_of_Imidacloprid_FS_Seed_Treatment_Use_in_Potato_Production.pdf,html_placeholder
Imidacloprid,Exposure_of_Apis_mellifera__Hymenoptera__Apidae__colonies_to_imidacloprid_impair.pdf,html_placeholder
Imidacloprid,Feeding_toxicity_and_impact_of_imidacloprid_formulation_and_mixtures_with_six_re.pdf,html_placeholder
Imidacloprid,Field_evidence_of_bird_poisonings_by_imidacloprid_treated_seeds__a_review_of_inc.pdf,html_placeholder
Imidacloprid,Gene_expression_in_bumble_bee_larvae_differs_qualitatively_between_high_and_low_.pdf,html_placeholder
Imidacloprid,High_performance_electrochemical_sensor_based_on_Pt_Ag_Cu_BDC_MOF_composite_modi.pdf,html_placeholder
Imidacloprid,Hydrophilic_magnetic_COFs__The_Answer_to_photocatalytic_degradation_and_removal_.pdf,html_placeholder
Imidacloprid,Imidacloprid_10.1186_s13568-019-0942-y.pdf,pdf_header
Imidacloprid,Imidacloprid_Induces_Lysosomal_Dysfunction_and_Cell_Death_in_Human_Astrocytes_an.pdf,html_placeholder
Imidacloprid,Imidacloprid_Uptake_and_Accumulation_in_Lettuce_Plant___i_Lactuca_sativa__i__L__.pdf,html_placeholder
Imidacloprid,Imidacloprid_and_chlorpyrifos_insecticides_impair_migratory_ability_in_a_seed_ea.pdf,html_placeholder
Imidacloprid,Imidacloprid_soil_movement_under_micro_sprinkler_irrigation_and_soil_drench_appl.pdf,html_placeholder
Imidacloprid,Imidacloprid_transport_and_sorption_nonequilibrium_in_single_and_multilayered_co.pdf,html_placeholder
Imidacloprid,Immobilized_Soybean_Peroxidase_Hybrid_Biocatalysts_for_Efficient_Degradation_of_.pdf,html_placeholder
Imidacloprid,In_Vitro_Biofilm_Mediated_Biodegradation_of_Pesticides_and_Dye_Contaminated_Effl.pdf,html_placeholder
Imidacloprid,Lipid_peroxidation_triggered_by_the_degradation_of_xCT_contributes_to_gasdermin_.pdf,html_placeholder
Imidacloprid,Methiocarb_Degradation_by_Electro_Fenton__Ecotoxicological_Evaluation_.pdf,html_placeholder
Imidacloprid,Microbial_degradation_of_contaminants_of_emerging_concern__metabolic__genetic_an.pdf,html_placeholder
Imidacloprid,Multigeneration_toxicity_of_imidacloprid_and_thiacloprid_to_Folsomia_candida_.pdf,html_placeholder
Imidacloprid,Myasthenia_Like_Presentation_of_Imidacloprid_Toxicity_.pdf,html_placeholder
Imidacloprid,Photo_Induced_Super_Hydrophilicity_of_Nano_Calcite___Polyester_Fabric__Enhanced_.pdf,html_placeholder
Imidacloprid,Photocatalytic_degradation_of_imidacloprid_using_Ag_sub_2__sub_O_CuO_composites_.pdf,html_placeholder
Imidacloprid,Photocatalytic_removal_of_imidacloprid_pesticide_from_wastewater_using_CdS_QDs_p.pdf,html_placeholder
Imidacloprid,RNA_Interference_Reveals_the_Impacts_of__i_CYP6CY7__i__on_Imidacloprid_Resistanc.pdf,html_placeholder
Imidacloprid,Rational_Design_of_W_Doped_Ag_sub_3__sub_PO_sub_4__sub__as_an_Efficient_Antibact.pdf,html_placeholder
Imidacloprid,Recent_Developments_of_TiO_sub_2__sub__Based_Photocatalysis_in_the_Hydrogen_Evol.pdf,html_placeholder
Imidacloprid,Reduction_of_nicotine_content_in_tobacco_through_microbial_degradation__research.pdf,html_placeholder
Imidacloprid,Selective_Label_Free_Detection_of_Imidacloprid_by_a_Graphene_Quantum_Dot_Fluores.pdf,html_placeholder
Imidacloprid,Silver_nanostar_films_for_surface_enhanced_Raman_spectroscopy__SERS__of_the_pest.pdf,html_placeholder
Imidacloprid,Sorption_and_degradation_processes_of_imidacloprid_in_Florida_soils_.pdf,html_placeholder
Imidacloprid,Sublethal_effects_of_imidacloprid_on_targeting_muscle_and_ribosomal_protein_rela.pdf,html_placeholder
Imidacloprid,Substrate_regulation_on_co_metabolic_degradation_of_β_cypermethrin_by_Bacillus_l.pdf,html_placeholder
